Tag,Restaurant,Terrasse,Datum,Monat,is_fr_sa,Ferien-Value,Special-Day-Value,Niederschlag Tagessumme 6 UTC,Sonnenscheindauer Tagessumme,Lufttemperatur 2m Tagesmittel,Durchschnittliche Anzahl Geburtstage (über 100 Jahre),Tagesumsatz Restaurant
Sa,9243.5,0.0,2022-12-17,Dezember,1,0.0,0.0,0.0,0.0,-1.8,6455.11,9243.5
So,5637.05,0.0,2022-12-18,Dezember,0,0.0,0.0,0.0,0.0,-1.5,6455.11,5637.05
Mo,4204.85,0.0,2022-12-19,Dezember,0,0.0,0.0,0.0,92.0,1.1,6455.11,4204.85
Di,7869.3,0.0,2022-12-20,Dezember,0,0.0,0.0,0.3,67.0,2.7,6455.11,7869.3
Mi,6300.8,0.0,2022-12-21,Dezember,0,0.0,0.0,0.7,0.0,5.4,6455.11,6300.8
Do,5585.0,0.0,2022-12-22,Dezember,0,0.14285714285714285,0.0,0.7,100.0,9.1,6455.11,5585.0
Fr,4358.6,0.0,2022-12-23,Dezember,1,0.14285714285714285,0.0,27.7,0.0,10.5,6455.11,4358.6
Sa,0.0,0.0,2022-12-24,Dezember,1,1.0,1.0,7.2,0.0,8.3,6455.11,0.0
So,13269.5,0.0,2022-12-25,Dezember,0,1.0,1.0,0.0,0.0,6.9,6455.11,13269.5
Mo,13859.95,0.0,2022-12-26,Dezember,0,1.0,1.0,14.8,73.0,7.5,6455.11,13859.95
Di,8055.1,0.0,2022-12-27,Dezember,0,1.0,0.0,2.1,9.0,5.6,6455.11,8055.1
Mi,8946.8,27.3,2022-12-28,Dezember,0,1.0,0.0,0.0,375.0,3.6,6455.11,8974.099999999999
Do,7821.1,0.0,2022-12-29,Dezember,0,1.0,0.0,10.3,24.0,6.0,6455.11,7821.1
Fr,8338.8,0.0,2022-12-30,Dezember,1,1.0,0.0,0.5,132.0,6.3,6455.11,8338.8
Sa,37123.7,40.5,2022-12-31,Dezember,1,1.0,1.0,0.0,172.0,8.2,6455.11,28342.100000000002
So,10468.0,2002.0,2023-01-01,Januar,0,1.0,1.0,0.0,363.0,6.9,6852.12,12470.0
Mo,9440.6,76.7,2023-01-02,Januar,0,1.0,0.0,1.8,66.0,6.9,6852.12,9517.300000000001
Di,2919.1,0.0,2023-01-03,Januar,0,1.0,0.0,3.9,0.0,7.1,6852.12,2919.1
Mi,4070.3,0.0,2023-01-04,Januar,0,1.0,0.0,1.1,6.0,6.4,6852.12,4070.3
Do,5371.7,0.0,2023-01-05,Januar,0,1.0,0.0,0.0,1.0,7.4,6852.12,5371.7
Fr,7603.2,0.0,2023-01-06,Januar,1,1.0,0.0,0.0,58.0,5.6,6852.12,7603.2
Sa,13336.0,226.0,2023-01-07,Januar,1,0.8571428571428571,0.0,0.0,273.0,5.2,6852.12,13562.0
So,5025.8,0.0,2023-01-08,Januar,0,0.8571428571428571,0.0,17.8,2.0,5.0,6852.12,5025.8
Mo,5560.7,0.0,2023-01-09,Januar,0,0.0,0.0,1.5,178.0,5.9,6852.12,5560.7
Di,2287.2,0.0,2023-01-10,Januar,0,0.0,0.0,0.0,232.0,4.8,6852.12,2287.2
Mi,5738.8,0.0,2023-01-11,Januar,0,0.0,0.0,4.3,4.0,4.8,6852.12,5738.8
Do,4954.8,0.0,2023-01-12,Januar,0,0.0,0.0,0.0,3.0,4.9,6852.12,4954.8
Fr,6164.0,0.0,2023-01-13,Januar,1,0.0,0.0,1.2,55.0,6.6,6852.12,6164.0
Sa,11289.9,0.0,2023-01-14,Januar,1,0.0,0.0,0.7,54.0,5.5,6852.12,11289.9
So,7346.6,0.0,2023-01-15,Januar,0,0.0,0.0,7.9,0.0,4.0,6852.12,7346.6
Mo,5932.5,0.0,2023-01-16,Januar,0,0.0,0.0,1.9,9.0,1.2,6852.12,5932.5
Di,4476.4,0.0,2023-01-17,Januar,0,0.0,0.0,0.6,0.0,0.7,6852.12,4476.4
Mi,4486.6,0.0,2023-01-18,Januar,0,0.0,0.0,5.0,0.0,-0.1,6852.12,4486.6
Do,4113.4,0.0,2023-01-19,Januar,0,0.0,0.0,0.0,436.0,-4.1,6852.12,4113.4
Fr,9020.1,0.0,2023-01-20,Januar,1,0.0,0.0,0.0,74.0,-5.4,6852.12,9020.1
Sa,10713.0,0.0,2023-01-21,Januar,1,0.0,0.0,0.1,12.0,-3.9,6852.12,10713.0
So,6541.7,0.0,2023-01-22,Januar,0,0.0,0.0,0.0,6.0,-1.2,6852.12,6541.7
Mo,5875.1,0.0,2023-01-23,Januar,0,0.0,0.0,0.0,0.0,-1.0,6852.12,5875.1
Di,3346.1,0.0,2023-01-24,Januar,0,0.0,0.0,0.0,99.0,-0.7,6852.12,3346.1
Mi,5612.4,0.0,2023-01-25,Januar,0,0.0,0.0,0.0,0.0,0.6,6852.12,5612.4
Do,3191.0,0.0,2023-01-26,Januar,0,0.0,0.0,0.0,0.0,-0.1,6852.12,3191.0
Fr,6370.2,0.0,2023-01-27,Januar,1,0.0,0.0,0.0,0.0,-0.2,6852.12,6370.2
Sa,10223.4,0.0,2023-01-28,Januar,1,0.0,0.0,0.0,0.0,0.2,6852.12,10223.4
So,6056.3,0.0,2023-01-29,Januar,0,0.0,0.0,0.0,0.0,-0.2,6852.12,6056.3
Mo,4215.2,0.0,2023-01-30,Januar,0,0.0,0.0,0.0,291.0,0.0,6852.12,4215.2
Di,5874.0,0.0,2023-01-31,Januar,0,0.0,0.0,0.0,336.0,3.0,6852.12,5874.0
Mi,3024.7,0.0,2023-02-01,Februar,0,0.0,0.0,0.0,167.0,3.9,6590.24,3024.7
Do,5466.8,0.0,2023-02-02,Februar,0,0.0,0.0,0.0,0.0,6.0,6590.24,5466.8
Fr,12900.9,0.0,2023-02-03,Februar,1,0.0,0.0,2.8,314.0,5.3,6590.24,12900.9
Sa,12493.6,0.0,2023-02-04,Februar,1,0.14285714285714285,0.0,2.9,0.0,4.9,6590.24,12493.6
So,8255.1,0.0,2023-02-05,Februar,0,0.14285714285714285,0.0,8.2,40.0,3.2,6590.24,8255.1
Mo,5038.8,0.0,2023-02-06,Februar,0,0.14285714285714285,0.0,0.0,0.0,2.0,6590.24,5038.8
Di,4986.3,0.0,2023-02-07,Februar,0,0.14285714285714285,0.0,0.0,503.0,-0.2,6590.24,4986.3
Mi,2499.9,0.0,2023-02-08,Februar,0,0.14285714285714285,0.0,0.0,0.0,-1.6,6590.24,2499.9
Do,4906.6,93.3,2023-02-09,Februar,0,0.14285714285714285,0.0,0.0,517.0,-1.1,6590.24,4999.900000000001
Fr,6361.3,114.7,2023-02-10,Februar,1,0.14285714285714285,0.0,0.0,521.0,-0.3,6590.24,6476.0
Sa,9368.3,628.7,2023-02-11,Februar,1,0.5428571428571428,0.0,0.0,363.0,0.5,6590.24,9997.0
So,12198.9,2066.5,2023-02-12,Februar,0,0.5428571428571428,0.0,0.0,530.0,1.5,6590.24,14265.4
Mo,3211.4,13.0,2023-02-13,Februar,0,0.5428571428571428,0.0,0.0,222.0,0.9,6590.24,3224.4
Di,15682.0,395.4,2023-02-14,Februar,0,0.5428571428571428,1.0,0.0,238.0,0.2,6590.24,16077.4
Mi,5791.2,568.5,2023-02-15,Februar,0,0.5428571428571428,0.0,0.0,341.0,1.3,6590.24,6359.7
Do,6554.5,1169.2,2023-02-16,Februar,0,0.5714285714285714,0.0,0.0,495.0,5.1,6590.24,7723.7
Fr,10783.3,0.0,2023-02-17,Februar,1,0.5714285714285714,0.0,0.0,28.0,7.9,6590.24,10783.3
Sa,8761.5,1114.3,2023-02-18,Februar,1,0.5714285714285714,0.0,0.0,527.0,7.8,6590.24,9875.8
So,8841.5,427.0,2023-02-19,Februar,0,0.5714285714285714,0.0,0.0,207.0,7.9,6590.24,9268.5
Mo,4309.8,1644.2,2023-02-20,Februar,0,0.42857142857142855,0.0,0.0,550.0,7.7,6590.24,5954.0
Di,6787.15,3364.2,2023-02-21,Februar,0,0.42857142857142855,0.0,0.0,557.0,6.7,6590.24,10151.349999999999
Mi,9379.9,308.8,2023-02-22,Februar,0,0.42857142857142855,0.0,3.2,427.0,8.2,6590.24,9688.699999999999
Do,7121.9,809.6,2023-02-23,Februar,0,0.42857142857142855,0.0,0.0,231.0,9.1,6590.24,7931.5
Fr,7362.9,919.6,2023-02-24,Februar,1,0.42857142857142855,0.0,6.4,438.0,8.7,6590.24,8282.5
Sa,12490.6,0.0,2023-02-25,Februar,1,0.5714285714285714,0.0,1.0,0.0,4.9,6590.24,12490.6
So,13094.6,0.0,2023-02-26,Februar,0,0.5714285714285714,0.0,0.0,11.0,0.1,6590.24,13094.6
Mo,7102.1,0.0,2023-02-27,Februar,0,0.14285714285714285,0.0,0.0,0.0,0.2,6590.24,7102.1
Di,5914.4,0.0,2023-02-28,Februar,0,0.14285714285714285,0.0,0.0,0.0,0.0,6590.24,5914.4
Mi,5871.1,0.0,2023-03-01,März,0,0.14285714285714285,0.0,0.0,0.0,1.1,7288.88,5871.1
Do,7766.9,128.5,2023-03-02,März,0,0.14285714285714285,0.0,0.0,307.0,2.4,7288.88,7895.4
Fr,5311.5,0.0,2023-03-03,März,1,0.14285714285714285,0.0,0.0,0.0,2.5,7288.88,5311.5
Sa,11972.7,645.2,2023-03-04,März,1,0.14285714285714285,0.0,0.0,459.0,5.0,7288.88,12617.900000000001
So,11661.6,264.3,2023-03-05,März,0,0.14285714285714285,0.0,0.0,0.0,2.6,7288.88,11925.9
Mo,2104.6,117.8,2023-03-06,März,0,0.0,0.0,0.0,14.0,2.5,7288.88,2222.4
Di,3878.1,0.0,2023-03-07,März,0,0.0,0.0,0.0,247.0,4.3,7288.88,3878.1
Mi,7827.15,13.0,2023-03-08,März,0,0.0,0.0,6.1,1.0,7.2,7288.88,7840.15
Do,5037.3,100.5,2023-03-09,März,0,0.0,0.0,0.3,414.0,12.0,7288.88,5137.8
Fr,8057.8,0.0,2023-03-10,März,1,0.0,0.0,16.7,109.0,8.4,7288.88,8057.8
Sa,11455.6,0.0,2023-03-11,März,1,0.0,0.0,12.9,0.0,1.1,7288.88,11455.6
So,13329.1,17.7,2023-03-12,März,0,0.0,0.0,3.5,185.0,5.0,7288.88,13346.800000000001
Mo,5071.4,743.6,2023-03-13,März,0,0.0,0.0,22.7,519.0,10.3,7288.88,5815.0
Di,5115.6,0.0,2023-03-14,März,0,0.0,0.0,10.0,14.0,7.2,7288.88,5115.6
Mi,4807.3,7.0,2023-03-15,März,0,0.0,0.0,0.0,548.0,4.7,7288.88,4814.3
Do,5713.450000000001,465.1,2023-03-16,März,0,0.0,0.0,0.0,605.0,5.1,7288.88,6178.550000000001
Fr,10407.0,488.6,2023-03-17,März,1,0.0,0.0,0.0,530.0,8.6,7288.88,10895.6
Sa,13775.2,5549.5,2023-03-18,März,1,0.0,0.0,0.0,469.0,11.1,7288.88,19324.7
So,12494.9,11.3,2023-03-19,März,0,0.0,0.0,10.5,124.0,10.2,7288.88,12506.199999999999
Mo,6177.2,365.0,2023-03-20,März,0,0.0,0.0,0.0,155.0,9.4,7288.88,6542.2
Di,6835.0,430.7,2023-03-21,März,0,0.0,0.0,0.0,387.0,9.6,7288.88,7265.7
Mi,6288.5,3829.7,2023-03-22,März,0,0.0,0.0,0.0,649.0,11.7,7288.88,10118.2
Do,5932.8,37.0,2023-03-23,März,0,0.0,0.0,0.0,14.0,13.0,7288.88,5969.8
Fr,8752.9,10.4,2023-03-24,März,1,0.0,0.0,11.0,0.0,11.1,7288.88,8763.3
Sa,13218.7,0.0,2023-03-25,März,1,0.0,0.0,1.2,121.0,8.3,7288.88,13218.7
So,13502.1,0.0,2023-03-26,März,0,0.0,0.0,13.3,89.0,7.1,7288.88,13502.1
Mo,3672.6,0.0,2023-03-27,März,0,0.0,0.0,5.6,44.0,4.3,7288.88,3672.6
Di,6079.9,63.5,2023-03-28,März,0,0.0,0.0,0.0,466.0,5.4,7288.88,6143.4
Mi,5560.5,17.8,2023-03-29,März,0,0.0,0.0,0.3,67.0,11.3,7288.88,5578.3
Do,5075.0,27.2,2023-03-30,März,0,0.0,0.0,3.0,191.0,12.8,7288.88,5102.2
Fr,8517.6,0.0,2023-03-31,März,1,0.0,0.0,7.0,158.0,11.0,7288.88,8517.6
Sa,9737.2,0.0,2023-04-01,April,1,0.0,0.0,0.2,91.0,9.8,7048.37,9737.2
So,11726.5,478.5,2023-04-02,April,0,0.0,0.1,8.8,297.0,8.5,7048.37,12205.0
Mo,5695.700000000001,0.0,2023-04-03,April,0,0.0,0.0,0.0,0.0,4.8,7048.37,5695.700000000001
Di,6373.4,53.8,2023-04-04,April,0,0.0,0.0,0.0,190.0,3.2,7048.37,6427.2
Mi,5715.8,302.0,2023-04-05,April,0,0.0,0.0,0.0,716.0,4.2,7048.37,6017.8
Do,6371.0,0.0,2023-04-06,April,0,0.0,0.0,0.0,505.0,7.0,7048.37,6371.0
Fr,16490.4,0.0,2023-04-07,April,1,0.7142857142857143,1.0,3.2,24.0,5.9,7048.37,16490.4
Sa,17023.3,77.4,2023-04-08,April,1,0.7142857142857143,0.0,0.3,124.0,7.3,7048.37,17100.7
So,20628.2,2062.3,2023-04-09,April,0,0.7142857142857143,1.0,0.0,425.0,8.0,7048.37,22690.5
Mo,13572.0,4225.8,2023-04-10,April,0,0.7142857142857143,1.0,0.8,490.0,10.4,7048.37,17797.8
Di,6530.6,0.0,2023-04-11,April,0,0.7142857142857143,0.0,11.0,0.0,9.5,7048.37,6530.6
Mi,5186.9,10.2,2023-04-12,April,0,0.7142857142857143,0.0,3.8,111.0,10.6,7048.37,5197.099999999999
Do,8008.9,0.0,2023-04-13,April,0,0.7142857142857143,0.0,6.5,163.0,6.1,7048.37,8008.9
Fr,8369.8,358.0,2023-04-14,April,1,0.7142857142857143,0.0,0.2,589.0,7.3,7048.37,8727.8
Sa,12740.7,0.0,2023-04-15,April,1,0.8571428571428571,0.75,22.5,0.0,6.8,7048.37,12740.7
So,12742.8,0.0,2023-04-16,April,0,0.8571428571428571,0.75,13.4,0.0,6.7,7048.37,12742.8
Mo,4347.2,227.5,2023-04-17,April,0,0.8571428571428571,0.0,0.5,219.0,9.3,7048.37,4574.7
Di,5728.9,352.6,2023-04-18,April,0,0.8571428571428571,0.0,0.0,178.0,11.1,7048.37,6081.5
Mi,9713.8,0.0,2023-04-19,April,0,0.8571428571428571,0.0,0.0,0.0,9.8,7048.37,9713.8
Do,4743.5,0.0,2023-04-20,April,0,0.8571428571428571,0.0,4.3,0.0,5.1,7048.37,4743.5
Fr,11122.1,201.7,2023-04-21,April,1,0.8571428571428571,0.0,0.0,62.0,7.6,7048.37,11323.800000000001
Sa,13439.7,3602.3,2023-04-22,April,1,0.8571428571428571,0.0,2.2,363.0,11.8,7048.37,17042.0
So,13882.8,1821.9,2023-04-23,April,0,0.8571428571428571,0.0,11.4,197.0,12.2,7048.37,15704.699999999999
Mo,7123.1,5.2,2023-04-24,April,0,0.14285714285714285,0.0,0.8,218.0,11.4,7048.37,7128.3
Di,6344.6,17.4,2023-04-25,April,0,0.14285714285714285,0.0,3.8,107.0,8.6,7048.37,6362.0
Mi,5178.3,2090.2,2023-04-26,April,0,0.14285714285714285,0.0,0.0,459.0,9.9,7048.37,7268.5
Do,5666.0,2598.701,2023-04-27,April,0,0.14285714285714285,0.0,2.3,595.0,13.3,7048.37,8264.701000000001
Fr,9299.0,0.0,2023-04-28,April,1,0.14285714285714285,0.0,22.6,10.0,13.2,7048.37,9299.0
Sa,10680.2,3342.7,2023-04-29,April,1,0.2857142857142857,0.0,2.8,240.0,14.7,7048.37,14022.900000000001
So,15682.6,307.0,2023-04-30,April,0,0.2857142857142857,0.0,6.5,0.0,12.8,7048.37,15989.6
Mo,8048.3,16.6,2023-05-01,Mai,0,0.14285714285714285,0.0,6.6,1.0,11.3,7211.93,8064.900000000001
Di,7006.2,347.5,2023-05-02,Mai,0,0.14285714285714285,0.0,1.8,188.0,11.3,7211.93,7353.7
Mi,8310.7,1958.9,2023-05-03,Mai,0,0.14285714285714285,0.0,0.0,215.0,12.3,7211.93,10269.6
Do,4000.6,8567.9,2023-05-04,Mai,0,0.14285714285714285,0.0,0.0,760.0,15.4,7211.93,12568.5
Fr,8525.4,3928.6,2023-05-05,Mai,1,0.14285714285714285,0.0,24.4,456.0,16.2,7211.93,12454.0
Sa,8848.4,8342.0,2023-05-06,Mai,1,0.14285714285714285,0.75,0.5,369.0,16.0,7211.93,17190.4
So,15394.9,2992.1,2023-05-07,Mai,0,0.14285714285714285,0.0,22.4,97.0,13.9,7211.93,18387.0
Mo,5417.5,235.4,2023-05-08,Mai,0,0.14285714285714285,0.0,9.8,107.0,14.3,7211.93,5652.9
Di,4981.1,2474.4,2023-05-09,Mai,0,0.14285714285714285,0.0,22.8,218.0,14.9,7211.93,7455.5
Mi,4069.1000000000004,46.8,2023-05-10,Mai,0,0.14285714285714285,0.0,10.3,55.0,11.8,7211.93,4115.900000000001
Do,7694.5,0.0,2023-05-11,Mai,0,0.14285714285714285,0.0,9.7,59.0,10.8,7211.93,7694.5
Fr,10586.6,365.8,2023-05-12,Mai,1,0.14285714285714285,0.0,4.4,84.0,12.7,7211.93,10952.4
Sa,14713.65,0.0,2023-05-13,Mai,1,0.14285714285714285,0.0,11.6,0.0,11.8,7211.93,14713.65
So,31984.7,409.6,2023-05-14,Mai,0,0.14285714285714285,1.0,18.4,23.0,11.2,7211.93,28342.100000000002
Mo,5685.1,103.2,2023-05-15,Mai,0,0.0,0.0,2.6,208.0,12.1,7211.93,5788.3
Di,5930.0,0.0,2023-05-16,Mai,0,0.0,0.0,18.0,0.0,10.5,7211.93,5930.0
Mi,10195.6,0.0,2023-05-17,Mai,0,0.0,0.0,0.0,1.0,9.6,7211.93,10195.6
Do,19714.68,670.6,2023-05-18,Mai,0,0.0,1.0,0.0,0.0,10.0,7211.93,20385.28
Fr,12377.9,74.7,2023-05-19,Mai,1,0.0,1.0,0.0,0.0,11.2,7211.93,12452.6
Sa,12620.4,101.6,2023-05-20,Mai,1,0.0,0.0,0.0,14.0,12.7,7211.93,12722.0
So,5102.4,17268.5,2023-05-21,Mai,0,0.0,0.0,0.0,445.0,16.6,7211.93,22370.9
Mo,1601.9,11152.3,2023-05-22,Mai,0,0.0,0.0,5.9,675.0,18.8,7211.93,12754.199999999999
Di,6300.7,-666.1,2023-05-23,Mai,0,0.0,0.0,0.4,262.0,17.3,7211.93,5634.599999999999
Mi,9664.3,72.6,2023-05-24,Mai,0,0.0,0.0,2.2,0.0,12.7,7211.93,9736.9
Do,6614.2,331.9,2023-05-25,Mai,0,0.0,0.0,0.0,1.0,13.2,7211.93,6946.099999999999
Fr,1056.6,15907.3,2023-05-26,Mai,1,0.0,0.0,0.0,480.0,17.8,7211.93,16963.899999999998
Sa,3366.7,18222.8,2023-05-27,Mai,1,0.0,0.0,0.0,762.0,18.2,7211.93,21589.5
So,3959.1,27010.3,2023-05-28,Mai,0,0.0,1.0,0.0,815.0,18.4,7211.93,28342.100000000002
Mo,2637.3,24853.1,2023-05-29,Mai,0,0.0,1.0,0.0,829.0,18.8,7211.93,27490.399999999998
Di,6054.5,11894.9,2023-05-30,Mai,0,0.0,0.0,0.0,706.0,18.7,7211.93,17949.4
Mi,222.5,14287.45,2023-05-31,Mai,0,0.0,0.0,0.0,735.0,18.3,7211.93,14509.95
Do,622.4,16325.0,2023-06-01,Juni,0,0.0,0.0,0.1,774.0,19.3,6877.36,16947.4
Fr,708.8,18605.5,2023-06-02,Juni,1,0.0,0.0,0.0,814.0,20.6,6877.36,19314.3
Sa,5350.0,20013.1,2023-06-03,Juni,1,0.0,0.0,0.0,623.0,19.2,6877.36,25363.1
So,2496.3,17935.2,2023-06-04,Juni,0,0.0,0.0,0.0,445.0,18.4,6877.36,20431.5
Mo,623.9,16949.5,2023-06-05,Juni,0,0.0,0.0,0.0,721.0,18.7,6877.36,17573.4
Di,99.4,13448.6,2023-06-06,Juni,0,0.0,0.0,0.0,752.0,19.1,6877.36,13548.0
Mi,6037.875,15465.9,2023-06-07,Juni,0,0.0,0.0,0.0,719.0,19.5,6877.36,21503.775
Do,9677.45,11638.8,2023-06-08,Juni,0,0.0,0.5,1.5,513.0,18.4,6877.36,21316.25
Fr,2479.3,15461.6,2023-06-09,Juni,1,0.0,0.0,0.0,739.0,20.6,6877.36,17940.9
Sa,2071.7,17168.4,2023-06-10,Juni,1,0.0,0.0,0.0,497.0,21.5,6877.36,19240.100000000002
So,781.8,22445.1,2023-06-11,Juni,0,0.0,0.0,0.0,685.0,21.3,6877.36,23226.899999999998
Mo,338.1,10827.6,2023-06-12,Juni,0,0.0,0.0,0.0,836.0,21.3,6877.36,11165.7
Di,1028.3,17417.9,2023-06-13,Juni,0,0.0,0.0,0.0,779.0,20.3,6877.36,18446.2
Mi,363.4,14158.2,2023-06-14,Juni,0,0.0,0.0,0.0,862.0,20.0,6877.36,14521.6
Do,712.45,16692.8,2023-06-15,Juni,0,0.0,0.0,0.0,603.0,19.9,6877.36,17405.25
Fr,2446.8,14303.7,2023-06-16,Juni,1,0.0,0.0,0.0,467.0,20.4,6877.36,16750.5
Sa,2086.8,17971.4,2023-06-17,Juni,1,0.0,0.0,0.0,784.0,21.3,6877.36,20058.2
So,4135.2,20896.8,2023-06-18,Juni,0,0.0,0.0,7.1,612.0,22.2,6877.36,25032.0
Mo,329.0,13280.7,2023-06-19,Juni,0,0.0,0.0,6.6,534.0,21.9,6877.36,13609.7
Di,2728.5,9701.6,2023-06-20,Juni,0,0.0,0.0,0.2,625.0,23.3,6877.36,12430.1
Mi,226.1,13612.9,2023-06-21,Juni,0,0.0,0.0,0.0,364.0,23.2,6877.36,13839.0
Do,9561.1,3517.9,2023-06-22,Juni,0,0.0,0.0,16.7,194.0,21.1,6877.36,13079.0
Fr,1682.7,16920.5,2023-06-23,Juni,1,0.0,0.0,0.0,398.0,19.6,6877.36,18603.2
Sa,3429.2,18486.1,2023-06-24,Juni,1,0.0,0.0,0.0,874.0,20.8,6877.36,21915.3
So,1640.4,23268.3,2023-06-25,Juni,0,0.0,0.0,0.0,885.0,22.2,6877.36,24908.7
Mo,296.0,14095.7,2023-06-26,Juni,0,0.0,0.0,0.0,539.0,24.0,6877.36,14391.7
Di,3284.2,16130.7,2023-06-27,Juni,0,0.0,0.0,0.0,431.0,20.9,6877.36,19414.9
Mi,639.0,11598.0,2023-06-28,Juni,0,0.0,0.0,0.0,465.0,19.6,6877.36,12237.0
Do,5654.4,10260.6,2023-06-29,Juni,0,0.0,0.0,2.0,448.0,20.4,6877.36,15915.0
Fr,7163.2,1670.5,2023-06-30,Juni,1,0.0,0.0,7.5,2.0,17.2,6877.36,8833.7
Sa,11164.3,6029.7,2023-07-01,Juli,1,0.028571428571428574,0.0,0.7,211.0,18.3,7076.14,17194.0
So,11121.8,4981.0,2023-07-02,Juli,0,0.028571428571428574,0.0,0.0,58.0,19.1,7076.14,16102.8
Mo,433.1,15718.1,2023-07-03,Juli,0,0.028571428571428574,0.0,0.4,119.0,20.5,7076.14,16151.2
Di,236.9,16050.6,2023-07-04,Juli,0,0.028571428571428574,0.0,0.8,350.0,21.0,7076.14,16287.5
Mi,9069.8,1549.3,2023-07-05,Juli,0,0.028571428571428574,0.0,2.7,240.0,18.6,7076.14,10619.099999999999
Do,1547.1,17912.4,2023-07-06,Juli,0,0.028571428571428574,0.0,0.0,622.0,19.1,7076.14,19459.5
Fr,2124.9,19663.8,2023-07-07,Juli,1,0.028571428571428574,0.0,0.0,768.0,22.7,7076.14,21788.7
Sa,2675.8,17081.0,2023-07-08,Juli,1,0.8571428571428571,0.0,0.1,433.0,23.8,7076.14,19756.8
So,3533.6,24814.95,2023-07-09,Juli,0,0.8571428571428571,0.0,0.0,670.0,25.6,7076.14,28342.100000000002
Mo,482.3,14413.9,2023-07-10,Juli,0,0.8571428571428571,0.0,0.0,547.0,25.4,7076.14,14896.199999999999
Di,5620.3,9726.3,2023-07-11,Juli,0,0.8571428571428571,0.0,10.4,770.0,26.4,7076.14,15346.599999999999
Mi,11025.1,2486.9,2023-07-12,Juli,0,0.8571428571428571,0.0,52.2,110.0,20.2,7076.14,13512.0
Do,2642.5,13277.3,2023-07-13,Juli,0,0.8571428571428571,0.0,4.9,197.0,18.7,7076.14,15919.8
Fr,2219.7,19400.8,2023-07-14,Juli,1,0.8571428571428571,0.0,0.0,860.0,21.2,7076.14,21620.5
Sa,626.1,19555.7,2023-07-15,Juli,1,0.8571428571428571,0.0,7.8,651.0,25.1,7076.14,20181.8
So,1493.7,21170.5,2023-07-16,Juli,0,0.8571428571428571,0.0,0.3,90.0,20.1,7076.14,22664.2
Mo,880.8,16719.4,2023-07-17,Juli,0,0.8571428571428571,0.0,0.0,239.0,21.8,7076.14,17600.2
Di,1043.4,15480.0,2023-07-18,Juli,0,0.8571428571428571,0.0,2.6,555.0,21.9,7076.14,16523.4
Mi,616.2,15534.8,2023-07-19,Juli,0,0.8571428571428571,0.0,0.0,388.0,24.3,7076.14,16151.0
Do,1519.9,17597.5,2023-07-20,Juli,0,0.8571428571428571,0.0,2.6,525.0,21.8,7076.14,19117.4
Fr,14431.9,1990.2,2023-07-21,Juli,1,0.8571428571428571,0.0,5.7,126.0,18.2,7076.14,16422.1
Sa,2384.9,20207.15,2023-07-22,Juli,1,1.0,0.0,0.0,401.0,19.2,7076.14,22592.050000000003
So,1514.1,18336.5,2023-07-23,Juli,0,1.0,0.0,2.9,719.0,21.6,7076.14,19850.6
Mo,8378.8,1849.1,2023-07-24,Juli,0,1.0,0.0,26.6,142.0,20.1,7076.14,10227.9
Di,10294.6,593.5,2023-07-25,Juli,0,1.0,0.0,12.3,238.0,17.1,7076.14,10888.1
Mi,13403.3,676.1,2023-07-26,Juli,0,1.0,0.0,4.4,70.0,13.6,7076.14,14079.4
Do,1881.6,15811.95,2023-07-27,Juli,0,1.0,0.0,0.0,411.0,17.4,7076.14,17693.55
Fr,10964.6,7257.2,2023-07-28,Juli,1,1.0,0.0,3.7,347.0,20.6,7076.14,18221.8
Sa,10348.6,3753.8,2023-07-29,Juli,1,1.0,0.0,5.3,299.0,19.8,7076.14,14102.400000000001
So,6149.1,13918.0,2023-07-30,Juli,0,1.0,0.0,1.0,352.0,19.8,7076.14,20067.1
Mo,1766.4,17750.4,2023-07-31,Juli,0,1.0,0.0,0.7,612.0,19.4,7076.14,19516.800000000003
Di,19076.7,0.0,2023-08-01,August,0,1.0,1.0,9.6,30.0,18.0,6840.05,19076.7
Mi,7204.4,7404.8,2023-08-02,August,0,1.0,0.0,5.4,431.0,20.6,6840.05,14609.2
Do,10612.8,4630.5,2023-08-03,August,0,1.0,0.0,0.0,386.0,20.5,6840.05,15243.3
Fr,13653.6,184.2,2023-08-04,August,1,1.0,0.0,9.8,121.0,16.3,6840.05,13837.800000000001
Sa,7467.1,9972.8,2023-08-05,August,1,1.0,0.0,0.6,175.0,16.3,6840.05,17439.9
So,20782.1,31.3,2023-08-06,August,0,1.0,0.0,4.6,227.0,14.9,6840.05,20813.399999999998
Mo,10168.5,90.6,2023-08-07,August,0,1.0,0.0,1.9,159.0,13.4,6840.05,10259.1
Di,3794.2,14571.4,2023-08-08,August,0,1.0,0.0,0.0,345.0,15.6,6840.05,18365.6
Mi,4757.4,12229.7,2023-08-09,August,0,1.0,0.0,0.0,32.0,18.1,6840.05,16987.1
Do,3148.8,18124.5,2023-08-10,August,0,1.0,0.0,0.0,734.0,20.3,6840.05,21273.3
Fr,3620.2,20646.9,2023-08-11,August,1,1.0,0.0,0.0,791.0,22.6,6840.05,24267.100000000002
Sa,3198.8,14113.7,2023-08-12,August,1,1.0,0.0,0.4,359.0,22.5,6840.05,17312.5
So,2878.0,20817.0,2023-08-13,August,0,1.0,0.0,5.3,597.0,22.1,6840.05,23695.0
