Tag,Restaurant,Terrasse,Datum,Monat,is_fr_sa,Ferien-Value,Special-Day-Value,Niederschlag Tagessumme 6 UTC,Sonnenscheindauer Tagessumme,Lufttemperatur 2m Tagesmittel,Durchschnittliche Anzahl Geburtstage (über 100 Jahre),Tagesumsatz Restaurant
Do,2449.6,4599.7,2022-04-21,April,0,0.8571428571428571,0.0,0.0,724.0,11.5,7048.37,7049.299999999999
Fr,5631.8,4924.0,2022-04-22,April,1,0.8571428571428571,0.0,0.0,682.0,11.8,7048.37,10555.8
Sa,7316.5,1069.4,2022-04-23,April,1,0.8571428571428571,0.75,0.0,76.0,11.6,7048.37,8385.9
So,7882.4,0.0,2022-04-24,April,0,0.8571428571428571,0.75,19.0,0.0,9.3,7048.37,7882.4
Mo,5437.2,197.5,2022-04-25,April,0,0.5714285714285714,0.0,6.0,6.0,9.8,7048.37,5634.7
Di,5564.5,4.8,2022-04-26,April,0,0.5714285714285714,0.0,13.0,109.0,8.8,7048.37,5569.3
Mi,5217.7,1951.0,2022-04-27,April,0,0.5714285714285714,0.0,0.0,469.0,11.3,7048.37,7168.7
Do,4153.7,7937.6,2022-04-28,April,0,0.5714285714285714,0.0,0.0,788.0,12.3,7048.37,12091.3
Fr,4157.3,4163.1,2022-04-29,April,1,0.5714285714285714,0.0,1.5,635.0,13.7,7048.37,8320.400000000001
Sa,6759.7,2477.7,2022-04-30,April,1,0.7142857142857143,0.0,5.1,278.0,10.7,7048.37,9237.4
So,7708.4,4619.5,2022-05-01,Mai,0,0.7142857142857143,0.0,0.0,259.0,10.3,7211.93,12327.9
Mo,1826.7,2752.5,2022-05-02,Mai,0,0.14285714285714285,0.0,0.0,737.0,12.7,7211.93,4579.2
Di,4973.8,1579.1,2022-05-03,Mai,0,0.14285714285714285,0.0,0.0,204.0,13.6,7211.93,6552.9
Mi,4779.5,1125.1,2022-05-04,Mai,0,0.14285714285714285,0.0,0.2,184.0,13.3,7211.93,5904.6
Do,4150.9,0.0,2022-05-05,Mai,0,0.14285714285714285,0.0,16.7,0.0,11.2,7211.93,4150.9
Fr,6448.6,187.4,2022-05-06,Mai,1,0.14285714285714285,0.0,0.6,0.0,11.8,7211.93,6636.0
Sa,11008.5,325.7,2022-05-07,Mai,1,0.14285714285714285,0.75,1.6,38.0,12.8,7211.93,11334.2
So,18314.8,1889.7,2022-05-08,Mai,0,0.14285714285714285,1.0,0.0,17.0,13.4,7211.93,20204.5
Mo,2654.5,5141.6,2022-05-09,Mai,0,0.14285714285714285,0.0,0.0,391.0,15.6,7211.93,7796.1
Di,2660.0,6834.9,2022-05-10,Mai,0,0.14285714285714285,0.0,0.0,631.0,17.5,7211.93,9494.9
Mi,679.5,10241.0,2022-05-11,Mai,0,0.14285714285714285,0.0,0.0,784.0,19.9,7211.93,10920.5
Do,2936.1,5912.2,2022-05-12,Mai,0,0.14285714285714285,0.0,2.0,532.0,20.1,7211.93,8848.3
Fr,7230.7,4108.0,2022-05-13,Mai,1,0.14285714285714285,0.0,0.0,179.0,17.9,7211.93,11338.7
Sa,2194.8,13805.2,2022-05-14,Mai,1,0.14285714285714285,0.0,0.0,478.0,18.9,7211.93,16000.0
So,2354.6,18726.6,2022-05-15,Mai,0,0.14285714285714285,0.0,5.1,788.0,19.2,7211.93,21081.199999999997
Mo,1504.4,8292.0,2022-05-16,Mai,0,0.0,0.0,0.0,273.0,18.7,7211.93,9796.4
Di,743.0,11543.1,2022-05-17,Mai,0,0.0,0.0,0.0,811.0,19.8,7211.93,12286.1
Mi,4298.3,13084.8,2022-05-18,Mai,0,0.0,0.0,0.0,813.0,20.9,7211.93,17383.1
Do,4847.9,8521.3,2022-05-19,Mai,0,0.0,0.0,4.2,389.0,19.6,7211.93,13369.199999999999
Fr,2158.6,12950.5,2022-05-20,Mai,1,0.0,0.0,3.8,734.0,23.5,7211.93,15109.1
Sa,4994.2,12911.5,2022-05-21,Mai,1,0.0,0.0,0.0,355.0,19.8,7211.93,17905.7
So,2119.7,14745.2,2022-05-22,Mai,0,0.0,0.0,0.3,360.0,19.3,7211.93,16864.9
Mo,5140.2,3583.2,2022-05-23,Mai,0,0.0,0.0,41.7,256.0,19.1,7211.93,8723.4
Di,5489.6,0.0,2022-05-24,Mai,0,0.0,0.0,6.4,0.0,13.8,7211.93,5489.6
Mi,3191.0,5992.6,2022-05-25,Mai,0,0.0,0.0,0.0,249.0,15.4,7211.93,9183.6
Do,1876.4,19529.5,2022-05-26,Mai,0,0.0,1.0,0.0,448.0,17.1,7211.93,21405.9
Fr,3542.4,13957.7,2022-05-27,Mai,1,0.0,1.0,0.0,628.0,17.6,7211.93,17500.100000000002
Sa,7014.5,6178.2,2022-05-28,Mai,1,0.0,0.0,0.0,146.0,15.5,7211.93,13192.7
So,9651.7,2812.1,2022-05-29,Mai,0,0.0,0.0,0.1,278.0,12.8,7211.93,12463.800000000001
Mo,2572.3,8110.2,2022-05-30,Mai,0,0.0,0.0,0.0,754.0,13.7,7211.93,10682.5
DI,8733.8,991.9,2022-05-31,Mai,0,0.0,0.0,2.0,152.0,14.7,7211.93,9725.699999999999
Mi,7185.6,2036.5,2022-06-01,Juni,0,0.0,0.0,6.3,168.0,15.1,6877.36,9222.1
Do,988.8,8998.0,2022-06-02,Juni,0,0.0,0.0,0.0,366.0,18.3,6877.36,9986.8
Fr,6842.8,7216.6,2022-06-03,Juni,1,0.0,0.0,2.9,419.0,18.5,6877.36,14059.400000000001
Sa,926.9,19438.3,2022-06-04,Juni,1,0.0,0.0,0.0,640.0,21.4,6877.36,20365.2
So,12211.0,1275.6,2022-06-05,Juni,0,0.0,1.0,20.2,125.0,17.9,6877.36,13486.6
Mo,4116.5,17288.3,2022-06-06,Juni,0,0.0,1.0,14.0,216.0,18.1,6877.36,21404.8
Di,6638.7,1632.5,2022-06-07,Juni,0,0.0,0.0,10.2,167.0,15.9,6877.36,8271.2
Mi,4004.1,3077.3,2022-06-08,Juni,0,0.0,0.0,5.0,437.0,15.5,6877.36,7081.4
Do,8878.7,547.1,2022-06-09,Juni,0,0.0,0.0,8.3,278.0,13.6,6877.36,9425.800000000001
Fr,1850.7,18241.2,2022-06-10,Juni,1,0.0,0.0,0.0,730.0,16.1,6877.36,20091.9
Sa,346.5,16168.9,2022-06-11,Juni,1,0.0,0.0,0.0,885.0,18.9,6877.36,16515.4
So,1944.4,17482.0,2022-06-12,Juni,0,0.0,0.0,5.0,838.0,21.6,6877.36,19426.4
Mo,2324.0,10108.5,2022-06-13,Juni,0,0.0,0.0,1.3,275.0,18.9,6877.36,12432.5
Di,1545.3,12420.9,2022-06-14,Juni,0,0.0,0.0,0.1,872.0,19.7,6877.36,13966.199999999999
Mi,976.7,15096.3,2022-06-15,Juni,0,0.0,0.0,0.7,547.0,22.3,6877.36,16073.0
Do,368.1,17247.5,2022-06-16,Juni,0,0.0,0.5,0.0,263.0,23.2,6877.36,17615.6
Fr,1058.5,16158.2,2022-06-17,Juni,1,0.0,0.0,0.0,733.0,22.7,6877.36,17216.7
Sa,1290.0,19339.3,2022-06-18,Juni,1,0.0,0.0,0.0,833.0,24.7,6877.36,20629.3
So,145.9,16648.9,2022-06-19,Juni,0,0.0,0.0,0.0,761.0,27.1,6877.36,16794.800000000003
Mo,713.2,11756.1,2022-06-20,Juni,0,0.0,0.0,0.0,642.0,25.9,6877.36,12469.300000000001
Di,5781.1,10510.2,2022-06-21,Juni,0,0.0,0.0,0.0,585.0,23.9,6877.36,16291.300000000001
Mi,6422.9,2512.4,2022-06-22,Juni,0,0.0,0.0,29.6,218.0,20.2,6877.36,8935.3
Do,7935.4,4961.3,2022-06-23,Juni,0,0.0,0.0,5.2,623.0,21.0,6877.36,12896.7
Fr,12797.5,1067.1,2022-06-24,Juni,1,0.0,0.0,22.3,132.0,16.7,6877.36,13864.6
Sa,3716.6,16759.3,2022-06-25,Juni,1,0.0,0.0,4.1,832.0,19.7,6877.36,20475.899999999998
So,485.5,19156.2,2022-06-26,Juni,0,0.0,0.0,0.0,685.0,21.6,6877.36,19641.7
Mo,6024.5,2167.9,2022-06-27,Juni,0,0.0,0.0,4.6,42.0,18.6,6877.36,8192.4
Di,12127.8,1335.0,2022-06-28,Juni,0,0.0,0.0,0.3,40.0,16.8,6877.36,13462.8
Mi,570.6,15125.4,2022-06-29,Juni,0,0.0,0.0,0.0,560.0,20.2,6877.36,15696.0
Do,6392.9,5428.6,2022-06-30,Juni,0,0.0,0.0,29.1,454.0,20.2,6877.36,11821.5
Fr,6623.5,6186.2,2022-07-01,Juli,1,0.0,0.0,2.0,36.0,14.8,7076.14,12809.7
Sa,1316.1,19508.2,2022-07-02,Juli,1,0.028571428571428574,0.0,0.0,750.0,18.4,7076.14,20824.3
So,3344.3,21318.0,2022-07-03,Juli,0,0.028571428571428574,0.0,5.5,861.0,22.9,7076.14,24662.3
Mo,5214.5,6621.5,2022-07-04,Juli,0,0.028571428571428574,0.0,24.1,214.0,19.7,7076.14,11836.0
Di,491.0,13363.7,2022-07-05,Juli,0,0.028571428571428574,0.0,0.0,330.0,20.4,7076.14,13854.7
Mi,1840.4,15077.7,2022-07-06,Juli,0,0.028571428571428574,0.0,0.0,658.0,20.3,7076.14,16918.100000000002
Do,2198.1,13984.6,2022-07-07,Juli,0,0.028571428571428574,0.0,0.0,404.0,19.4,7076.14,16182.7
Fr,2267.0,17617.8,2022-07-08,Juli,1,0.028571428571428574,0.0,0.0,732.0,19.2,7076.14,19884.8
Sa,753.7,18862.9,2022-07-09,Juli,1,0.8571428571428571,0.0,0.0,861.0,19.3,7076.14,19616.600000000002
So,2029.1,22400.8,2022-07-10,Juli,0,0.8571428571428571,0.0,0.0,719.0,20.2,7076.14,24429.899999999998
Mo,1186.0,14833.0,2022-07-11,Juli,0,0.8571428571428571,0.0,0.0,874.0,19.4,7076.14,16019.0
Di,862.1,18713.8,2022-07-12,Juli,0,0.8571428571428571,0.0,0.0,826.0,20.8,7076.14,19575.899999999998
Mi,838.0,17037.6,2022-07-13,Juli,0,0.8571428571428571,0.0,0.0,784.0,22.2,7076.14,17875.6
Do,906.2,18393.9,2022-07-14,Juli,0,0.8571428571428571,0.0,0.0,759.0,26.1,7076.14,19300.100000000002
Fr,1924.7,17287.7,2022-07-15,Juli,1,0.8571428571428571,0.0,0.0,495.0,23.4,7076.14,19212.4
Sa,948.5,21331.3,2022-07-16,Juli,1,1.0,0.0,0.0,855.0,22.2,7076.14,22279.8
So,876.9,18679.7,2022-07-17,Juli,0,1.0,0.0,0.0,861.0,22.4,7076.14,19556.600000000002
Mo,1001.8,15276.0,2022-07-18,Juli,0,1.0,0.0,0.0,857.0,24.1,7076.14,16277.8
Di,1845.4,15547.1,2022-07-19,Juli,0,1.0,0.0,0.0,834.0,25.2,7076.14,17392.5
Mi,8331.0,7202.7,2022-07-20,Juli,0,1.0,0.0,21.3,405.0,23.8,7076.14,15533.7
Do,1327.5,16825.9,2022-07-21,Juli,0,1.0,0.0,0.0,404.0,22.2,7076.14,18153.4
Fr,1031.7,18179.0,2022-07-22,Juli,1,1.0,0.0,12.4,769.0,24.0,7076.14,19210.7
Sa,3546.5,15756.0,2022-07-23,Juli,1,1.0,0.0,1.6,262.0,22.3,7076.14,19302.5
So,813.0,17228.5,2022-07-24,Juli,0,1.0,0.0,0.0,818.0,23.8,7076.14,18041.5
Mo,1627.6,15341.0,2022-07-25,Juli,0,1.0,0.0,4.2,696.0,25.8,7076.14,16968.6
Di,3495.9,13970.8,2022-07-26,Juli,0,1.0,0.0,3.0,110.0,20.5,7076.14,17466.7
Mi,1382.0,16748.5,2022-07-27,Juli,0,1.0,0.0,0.0,134.0,20.2,7076.14,18130.5
Do,7277.5,9580.3,2022-07-28,Juli,0,1.0,0.0,11.7,626.0,20.2,7076.14,16857.8
Fr,9106.7,4443.9,2022-07-29,Juli,1,1.0,0.0,9.8,70.0,18.1,7076.14,13550.6
Sa,778.2,16583.5,2022-07-30,Juli,1,1.0,0.0,0.0,473.0,20.0,7076.14,17361.7
So,1579.9,21766.4,2022-07-31,Juli,0,1.0,0.0,0.0,790.0,21.9,7076.14,23346.300000000003
Mo,1985.95,18475.3,2022-08-01,August,0,1.0,1.0,17.0,613.0,23.2,6840.05,20461.25
Di,966.4,14687.0,2022-08-02,August,0,1.0,0.0,0.0,813.0,22.0,6840.05,15653.4
Mi,797.1,16729.1,2022-08-03,August,0,1.0,0.0,0.0,822.0,24.0,6840.05,17526.199999999997
Do,742.8,15237.7,2022-08-04,August,0,1.0,0.0,0.3,805.0,26.3,6840.05,15980.5
Fr,8848.2,10132.6,2022-08-05,August,1,1.0,0.0,3.8,167.0,23.6,6840.05,18980.800000000003
Sa,18198.0,3631.6,2022-08-06,August,1,1.0,0.0,0.0,0.0,18.1,6840.05,21829.6
So,5238.7,18127.0,2022-08-07,August,0,1.0,0.0,0.0,0.0,18.0,6840.05,23365.7
Mo,1482.6,16493.3,2022-08-08,August,0,0.8571428571428571,0.0,0.0,512.0,20.7,6840.05,17975.899999999998
Di,1406.2,17894.2,2022-08-09,August,0,0.8571428571428571,0.0,0.0,808.0,21.2,6840.05,19300.4
Mi,1666.1,16026.0,2022-08-10,August,0,0.8571428571428571,0.0,0.0,799.0,21.3,6840.05,17692.1
Do,1657.4,16465.0,2022-08-11,August,0,0.8571428571428571,0.0,0.0,797.0,21.7,6840.05,18122.4
Fr,5227.825000000001,19144.0,2022-08-12,August,1,0.8571428571428571,0.0,0.0,799.0,21.5,6840.05,24371.825
Sa,920.3,21083.7,2022-08-13,August,1,0.8571428571428571,0.0,0.0,800.0,20.4,6840.05,22004.0
So,2776.9,18214.1,2022-08-14,August,0,0.8571428571428571,0.0,0.5,406.0,20.5,6840.05,20991.0
Mo,9900.0,8358.2,2022-08-15,August,0,0.6571428571428571,0.0,11.5,422.0,18.5,6840.05,18258.2
Di,2841.4,16615.7,2022-08-16,August,0,0.6285714285714287,0.0,0.0,767.0,20.8,6840.05,19457.100000000002
Mi,5244.5,8451.9,2022-08-17,August,0,0.6285714285714287,0.0,9.1,364.0,21.8,6840.05,13696.4
Do,7363.3,3216.4,2022-08-18,August,0,0.6285714285714287,0.0,48.0,150.0,17.7,6840.05,10579.7
Fr,12796.4,83.8,2022-08-19,August,1,0.6285714285714287,0.0,20.9,0.0,16.6,6840.05,12880.199999999999
Sa,8868.0,6191.9,2022-08-20,August,1,0.6285714285714287,0.0,18.5,147.0,17.4,6840.05,15059.9
So,1639.5,19467.85,2022-08-21,August,0,0.6285714285714287,0.0,0.0,502.0,18.9,6840.05,21107.35
Mo,1193.8,10884.9,2022-08-22,August,0,0.05714285714285715,0.0,0.0,744.0,19.3,6840.05,12078.699999999999
Di,1394.5,15838.9,2022-08-23,August,0,0.05714285714285715,0.0,0.0,769.0,19.7,6840.05,17233.4
Mi,1782.9,15817.9,2022-08-24,August,0,0.05714285714285715,0.0,0.0,697.0,19.5,6840.05,17600.8
Do,1340.4,14380.0,2022-08-25,August,0,0.05714285714285715,0.0,0.0,762.0,20.7,6840.05,15720.4
Fr,8039.0,6076.1,2022-08-26,August,1,0.05714285714285715,0.0,54.2,373.0,20.3,6840.05,14115.1
Sa,3963.4,14476.2,2022-08-27,August,1,0.05714285714285715,0.0,0.0,212.0,19.2,6840.05,18439.600000000002
So,1900.5,15900.6,2022-08-28,August,0,0.05714285714285715,0.5,0.0,222.0,19.1,6840.05,17801.1
Mo,1209.7,8793.7,2022-08-29,August,0,0.0,0.0,0.0,592.0,20.2,6840.05,10003.400000000001
Di,5789.3,5525.6,2022-08-30,August,0,0.0,0.0,3.2,471.0,19.9,6840.05,11314.900000000001
Mi,8708.6,851.4,2022-08-31,August,0,0.0,0.0,2.2,16.0,17.0,6840.05,9560.0
Do,4649.0,5889.8,2022-09-01,September,0,0.0,0.0,0.0,207.0,16.7,6763.88,10538.8
Fr,7729.9,8456.0,2022-09-02,September,1,0.0,0.0,4.7,391.0,16.3,6763.88,16185.9
Sa,12258.6,3271.1,2022-09-03,September,1,0.0,0.0,1.8,274.0,17.0,6763.88,15529.7
So,1397.5,20359.8,2022-09-04,September,0,0.0,0.0,0.0,546.0,18.6,6763.88,21757.3
Mo,571.1,9964.9,2022-09-05,September,0,0.0,0.0,0.0,474.0,19.7,6763.88,10536.0
Di,1471.1,7934.0,2022-09-06,September,0,0.0,0.0,2.7,278.0,19.5,6763.88,9405.1
Mi,5068.3,3568.6,2022-09-07,September,0,0.0,0.0,31.7,177.0,19.5,6763.88,8636.9
Do,6964.3,3616.2,2022-09-08,September,0,0.0,0.0,0.1,516.0,18.3,6763.88,10580.5
Fr,10567.5,1441.2,2022-09-09,September,1,0.0,0.0,0.3,403.0,17.3,6763.88,12008.7
Sa,11731.2,1658.6,2022-09-10,September,1,0.0,0.0,0.3,212.0,16.3,6763.88,13389.800000000001
So,1288.7,18805.6,2022-09-11,September,0,0.0,0.0,0.0,630.0,16.4,6763.88,20094.3
Mo,2818.6,11718.3,2022-09-12,September,0,0.0,0.0,0.0,703.0,16.5,6763.88,14536.9
Di,1344.7,10704.7,2022-09-13,September,0,0.0,0.0,0.1,506.0,19.1,6763.88,12049.400000000001
Mi,5130.9,2027.4,2022-09-14,September,0,0.0,0.0,3.9,63.0,19.7,6763.88,7158.299999999999
Do,6039.05,241.25,2022-09-15,September,0,0.0,0.0,55.2,39.0,16.6,6763.88,6280.3
Fr,10005.8,132.0,2022-09-16,September,1,0.0,0.0,7.4,126.0,14.5,6763.88,10137.8
Sa,13289.0,71.0,2022-09-17,September,1,0.0,0.0,1.3,110.0,10.3,6763.88,13360.0
So,13157.2,2987.1,2022-09-18,September,0,0.0,0.0,0.0,459.0,11.8,6763.88,16144.300000000001
Mo,6231.95,396.45,2022-09-19,September,0,0.0,0.0,0.0,361.0,12.6,6763.88,6628.4
Di,9612.65,1260.35,2022-09-20,September,0,0.0,0.0,0.0,423.0,11.6,6763.88,10873.0
Mi,6810.85,1330.7,2022-09-21,September,0,0.0,0.0,0.0,389.0,11.5,6763.88,8141.55
Do,4311.5,4811.4,2022-09-22,September,0,0.0,0.0,0.0,623.0,11.3,6763.88,9122.9
Fr,9100.6,1265.35,2022-09-23,September,1,0.0,0.0,6.1,515.0,13.5,6763.88,10365.95
Sa,13323.55,589.45,2022-09-24,September,1,0.05714285714285715,0.0,6.4,29.0,13.4,6763.88,13913.0
So,15216.0,80.0,2022-09-25,September,0,0.05714285714285715,0.0,11.3,0.0,11.7,6763.88,15296.0
Mo,4928.7,0.0,2022-09-26,September,0,0.05714285714285715,0.0,3.4,37.0,11.9,6763.88,4928.7
Di,5890.6,0.0,2022-09-27,September,0,0.05714285714285715,0.0,5.0,67.0,11.1,6763.88,5890.6
Mi,5116.1,0.0,2022-09-28,September,0,0.05714285714285715,0.0,51.3,0.0,9.3,6763.88,5116.1
Do,10488.1,0.0,2022-09-29,September,0,0.05714285714285715,0.0,7.3,0.0,9.2,6763.88,10488.1
Fr.,10265.75,46.75,2022-09-30,September,0,0.05714285714285715,0.0,0.0,0.0,10.0,6763.88,10312.5
Sa,12774.95,0.0,2022-10-01,Oktober,1,0.7428571428571429,0.0,7.1,0.0,10.5,6589.36,12774.95
So,11969.85,300.3,2022-10-02,Oktober,0,0.7428571428571429,0.0,3.9,312.0,16.0,6589.36,12270.15
Mo,10046.2,0.0,2022-10-03,Oktober,0,0.7428571428571429,0.0,1.2,0.0,13.4,6589.36,10046.2
Di,8472.25,1330.05,2022-10-04,Oktober,0,0.7428571428571429,0.0,0.0,376.0,12.6,6589.36,9802.3
Mi,8352.5,7023.85,2022-10-05,Oktober,0,0.7428571428571429,0.0,0.0,626.0,13.1,6589.36,15376.35
Do,5816.5,4329.7,2022-10-06,Oktober,0,0.7428571428571429,0.0,0.0,482.0,14.7,6589.36,10146.2
Fr,10996.25,2777.7,2022-10-07,Oktober,1,0.7428571428571429,0.0,0.0,364.0,15.4,6589.36,13773.95
Sa,13823.0,149.4,2022-10-08,Oktober,1,1.0,0.0,6.9,0.0,13.9,6589.36,13972.4
So,13043.1,0.0,2022-10-09,Oktober,0,1.0,0.0,0.0,0.0,11.8,6589.36,13043.1
Mo,7095.05,1794.9,2022-10-10,Oktober,0,1.0,0.0,0.1,209.0,13.4,6589.36,8889.95
Di,7143.6,1895.1,2022-10-11,Oktober,0,1.0,0.0,0.0,358.0,15.0,6589.36,9038.7
Mi,9011.8,312.6,2022-10-12,Oktober,0,1.0,0.0,0.0,3.0,13.7,6589.36,9324.4
Do,9495.1,461.1,2022-10-13,Oktober,0,1.0,0.0,2.3,101.0,13.3,6589.36,9956.2
Fr,10412.7,191.6,2022-10-14,Oktober,1,1.0,0.0,7.5,101.0,13.9,6589.36,10604.300000000001
Sa,13694.05,543.85,2022-10-15,Oktober,1,1.0,0.0,0.0,139.0,14.7,6589.36,14237.9
So,12681.15,6804.35,2022-10-16,Oktober,0,1.0,0.0,0.0,383.0,14.8,6589.36,19485.5
Mo,5165.1,4047.6,2022-10-17,Oktober,0,0.2571428571428572,0.0,0.0,562.0,14.5,6589.36,9212.7
Di,6904.95,7378.5,2022-10-18,Oktober,0,0.2571428571428572,0.0,0.0,543.0,15.6,6589.36,14283.45
Mi,7258.2,626.5,2022-10-19,Oktober,0,0.2571428571428572,0.0,0.0,20.0,12.8,6589.36,7884.7
Do,6649.35,285.7,2022-10-20,Oktober,0,0.2571428571428572,0.0,0.8,12.0,14.4,6589.36,6935.05
Fr,12887.3,0.0,2022-10-21,Oktober,1,0.2571428571428572,0.0,9.9,0.0,14.5,6589.36,12887.3
Sa,14609.8,4000.5,2022-10-22,Oktober,1,0.2571428571428572,0.0,0.8,456.0,14.3,6589.36,18610.3
So,9956.0,3105.1,2022-10-23,Oktober,0,0.2571428571428572,0.0,0.7,235.0,13.8,6589.36,13061.1
Mo,5227.2,0.0,2022-10-24,Oktober,0,0.028571428571428574,0.0,5.0,0.0,13.6,6589.36,5227.2
Di,6568.45,977.65,2022-10-25,Oktober,0,0.028571428571428574,0.0,1.8,493.0,13.3,6589.36,7546.099999999999
Mi,7154.2,870.85,2022-10-26,Oktober,0,0.028571428571428574,0.0,0.1,343.0,14.2,6589.36,8025.05
Do,5477.15,3200.8,2022-10-27,Oktober,0,0.028571428571428574,0.0,0.0,507.0,13.4,6589.36,8677.95
Fr,11293.65,869.0,2022-10-28,Oktober,1,0.028571428571428574,0.0,0.0,133.0,13.6,6589.36,12162.65
Sa,9492.45,1928.35,2022-10-29,Oktober,1,0.028571428571428574,0.0,0.0,415.0,13.7,6589.36,11420.800000000001
So,10815.05,6576.2,2022-10-30,Oktober,0,0.028571428571428574,0.0,0.0,289.0,12.3,6589.36,17391.25
Mo,7153.3,1047.3,2022-10-31,Oktober,0,0.0,0.0,0.0,326.0,11.5,6589.36,8200.6
Di,9559.05,987.5,2022-11-01,November,0,0.0,0.0,0.0,76.0,12.6,6225.59,10546.55
Mi,6134.6,109.3,2022-11-02,November,0,0.0,0.0,0.0,114.0,11.2,6225.59,6243.900000000001
Do,4988.8,393.35,2022-11-03,November,0,0.0,0.0,8.0,123.0,9.2,6225.59,5382.150000000001
Fr,8952.25,0.0,2022-11-04,November,1,0.0,0.0,0.9,80.0,8.8,6225.59,8952.25
Sa,12010.4,24.15,2022-11-05,November,1,0.0,0.0,1.5,2.0,6.6,6225.59,12034.55
So,12928.55,10.3,2022-11-06,November,0,0.0,0.0,0.0,167.0,5.6,6225.59,12938.849999999999
Mo,6173.15,1201.5,2022-11-07,November,0,0.0,0.0,0.0,453.0,8.0,6225.59,7374.65
Di,5822.6,194.55,2022-11-08,November,0,0.0,0.0,0.1,266.0,7.8,6225.59,6017.150000000001
Mi,6150.35,35.0,2022-11-09,November,0,0.0,0.0,9.7,0.0,9.4,6225.59,6185.35
Do,5876.45,148.7,2022-11-10,November,0,0.0,0.0,0.0,261.0,10.5,6225.59,6025.15
Fr,10148.15,0.0,2022-11-11,November,1,0.0,0.0,0.0,192.0,8.7,6225.59,10148.15
Sa,11760.05,0.0,2022-11-12,November,1,0.0,0.0,0.0,0.0,8.0,6225.59,11760.05
So,10808.05,0.0,2022-11-13,November,0,0.0,0.0,0.1,0.0,7.0,6225.59,10808.05
Mo,4426.35,0.0,2022-11-14,November,0,0.0,0.0,1.1,0.0,8.1,6225.59,4426.35
Di,8379.35,0.0,2022-11-15,November,0,0.0,0.0,2.1,0.0,8.5,6225.59,8379.35
Mi,4997.25,41.65,2022-11-16,November,0,0.0,0.0,0.3,226.0,9.1,6225.59,5038.9
Do,7223.1,9.25,2022-11-17,November,0,0.0,0.0,7.0,181.0,10.4,6225.59,7232.35
Fr,6789.8,0.0,2022-11-18,November,1,0.0,0.0,0.4,71.0,7.8,6225.59,6789.8
Sa,13383.0,0.0,2022-11-19,November,1,0.0,0.0,0.0,106.0,6.4,6225.59,13383.0
So,13228.5,232.9,2022-11-20,November,0,0.0,0.0,0.3,94.0,6.2,6225.59,13461.4
Mo,4559.75,5.15,2022-11-21,November,0,0.0,0.0,4.0,228.0,7.4,6225.59,4564.9
Di,8164.3,0.0,2022-11-22,November,0,0.0,0.0,0.0,24.0,6.3,6225.59,8164.3
Mi,3705.5,41.7,2022-11-23,November,0,0.0,0.0,2.4,366.0,4.8,6225.59,3747.2
Do,3388.75,0.0,2022-11-24,November,0,0.0,0.0,0.1,24.0,5.7,6225.59,3388.75
Fr,8421.3,0.0,2022-11-25,November,1,0.0,0.0,3.3,2.0,6.0,6225.59,8421.3
Sa,11317.7,0.0,2022-11-26,November,1,0.0,0.0,0.0,315.0,4.7,6225.59,11317.7
So,9522.05,0.0,2022-11-27,November,0,0.0,0.0,0.0,196.0,3.7,6225.59,9522.05
Mo,5323.35,0.0,2022-11-28,November,0,0.0,0.0,1.8,0.0,6.2,6225.59,5323.35
Di,8342.2,0.0,2022-11-29,November,0,0.0,0.0,4.3,0.0,6.2,6225.59,8342.2
Mi,5932.75,0.0,2022-11-30,November,0,0.0,0.0,1.1,0.0,4.8,6225.59,5932.75
Do,9140.75,0.0,2022-12-01,Dezember,0,0.0,0.0,0.7,0.0,2.8,6455.11,9140.75
Fr,9696.05,0.0,2022-12-02,Dezember,1,0.0,0.0,0.0,87.0,2.9,6455.11,9696.05
Sa,8796.65,0.0,2022-12-03,Dezember,1,0.0,0.0,0.0,0.0,2.1,6455.11,8796.65
So,7603.1,0.0,2022-12-04,Dezember,0,0.0,0.0,1.3,0.0,2.4,6455.11,7603.1
Mo,5913.5,0.0,2022-12-05,Dezember,0,0.0,0.0,0.8,22.0,3.4,6455.11,5913.5
Di,3884.8,0.0,2022-12-06,Dezember,0,0.0,0.0,0.0,385.0,0.6,6455.11,3884.8
Mi,6914.7,0.0,2022-12-07,Dezember,0,0.0,0.0,0.0,0.0,2.5,6455.11,6914.7
Do,6531.25,0.0,2022-12-08,Dezember,0,0.0,0.0,1.3,210.0,1.8,6455.11,6531.25
Fr,11090.3,0.0,2022-12-09,Dezember,1,0.0,0.0,6.6,0.0,0.9,6455.11,11090.3
Sa,10682.75,0.0,2022-12-10,Dezember,1,0.0,0.0,2.7,0.0,0.3,6455.11,10682.75
So,7346.85,0.0,2022-12-11,Dezember,0,0.0,0.0,0.0,65.0,-2.8,6455.11,7346.85
Mo,6510.65,0.0,2022-12-12,Dezember,0,0.0,0.0,0.0,0.0,-4.3,6455.11,6510.65
Di,7914.1,0.0,2022-12-13,Dezember,0,0.0,0.0,2.6,0.0,-4.2,6455.11,7914.1
Mi,7114.75,0.0,2022-12-14,Dezember,0,0.0,0.0,0.6,82.0,0.1,6455.11,7114.75
Do,7986.2,0.0,2022-12-15,Dezember,0,0.0,0.0,4.5,0.0,1.8,6455.11,7986.2
Fr,12971.75,0.0,2022-12-16,Dezember,1,0.0,0.0,3.3,0.0,-0.3,6455.11,12971.75
