station_abbr;reference_timestamp;tre200d0;tre200dx;tre200dn;tre005d0;tre005dx;tre005dn;ure200d0;pva200d0;prestad0;pp0qffd0;ppz850d0;ppz700d0;pp0qnhd0;fkl010d0;fkl010d1;fu3010d0;fu3010d1;fkl010d3;fu3010d3;wcc006d0;rre150d0;rka150d0;htoautd0;gre000d0;oli000d0;olo000d0;osr000d0;ods000d0;sre000d0;sremaxdv;erefaod0;xcd000d0;dkl010d0;xno000d0;xno012d0;rreetsd0;tso005d0;tso010d0;tso020d0
LUZ;01.01.2025 00:00;-1.2;3.7;-3.5;-1.9;7.7;-6.3;91.6;5.1;972.3;1029.1;;;1026.4;0.9;3.5;3.2;12.6;3.3;11.9;0;0;0;0;68;258;;;;268;68;0.1;0;217;21.2;13.2;-0.1;;;
LUZ;02.01.2025 00:00;2;8.8;-2.7;0.6;6.7;-6.2;86;6.1;962.9;1018.5;;;1016.6;1.7;14.5;6.1;52.2;14.3;51.5;0;20.8;20.5;0;31;300;;;;18;5;0.5;0;297;18;10;20.5;;;
LUZ;03.01.2025 00:00;0.5;1.3;-1;-0.6;2.1;-4.6;89;5.6;967.9;1024.1;;;1021.8;1.1;4.5;4;16.2;4.4;15.8;0;0;0.3;0;26;292;;;;3;1;0.3;0;354;19.5;11.5;0.3;;;
LUZ;04.01.2025 00:00;-1;0.2;-2.3;-1;5.1;-3.9;80.3;4.6;965;1021.3;;;1018.8;1;5.1;3.6;18.4;5.1;18.4;0;8.1;3.4;0;41;287;;;;54;14;0.2;0;329;21;13;3.3;;;
LUZ;05.01.2025 00:00;2.9;7.7;0;1.9;12.4;-1.9;93;7;953.5;1008.3;;;1006.8;0.8;2.9;2.9;10.4;2.8;10.1;0;0.1;4.8;0;48;303;;;;93;23;0.2;0;225;17.1;9.1;4.8;;;
LUZ;06.01.2025 00:00;5.7;9.9;0.9;3.6;12;-2.3;84;7.6;947.9;1001.8;;;1000.9;1.9;16.2;6.8;58.3;15.1;54.4;0;5.5;5.5;0;38;309;;;;45;11;0.5;0;263;14.3;6.3;5.5;;;
LUZ;07.01.2025 00:00;4.4;8.6;0;1.6;13.3;-3.3;76.4;6.3;954.8;1009.4;;;1008.1;2.1;17.6;7.6;63.4;16.4;59;0;1.2;0;0;45;276;;;;160;39;0.6;0;257;15.6;7.6;-0.1;;;
LUZ;08.01.2025 00:00;5.2;8.6;1.8;3.6;9.2;-0.4;90.4;8.1;953.1;1007.4;;;1006.3;1.1;5.3;4;19.1;5.2;18.7;0;3.5;3.2;0;24;319;;;;8;2;0.4;0;236;14.8;6.8;3.2;;;
LUZ;09.01.2025 00:00;6.9;13.3;2.1;5.1;16.2;-0.7;78.8;7.9;953.7;1007.8;;;1007;3.2;25.3;11.5;91.1;24.3;87.5;0;6.3;7.8;0;46;307;;;;101;24;1;0;264;13.1;5.1;7.7;;;
LUZ;10.01.2025 00:00;1.4;3;-0.2;-0.1;2.6;-3.3;79.6;5.4;965.4;1021.3;;;1019.3;0.9;5.7;3.2;20.5;5.4;19.4;0;2.4;2.2;0;20;295;;;;0;0;0.4;0;0;18.6;10.6;2.2;;;
LUZ;11.01.2025 00:00;0.4;1.7;-1.9;-1.2;7.4;-6.6;78.2;4.9;969.6;1025.9;;;1023.6;1.2;5.1;4.3;18.4;4.9;17.6;0;0;0.2;0;40;274;;;;75;18;0.3;0;319;19.6;11.6;0.1;;;
LUZ;12.01.2025 00:00;-1.2;1.2;-4.1;-2.8;7;-7.7;71.1;4;979.6;1036.9;;;1034.1;1.4;6;5;21.6;5.8;20.9;0;0;0;0;63;246;;;;224;53;0.3;0;355;21.2;13.2;-0.2;;;
LUZ;13.01.2025 00:00;-2;-0.5;-3.7;-2.7;2.1;-8.4;71.6;3.8;981.3;1038.8;;;1035.8;1.7;7;6.1;25.2;6.7;24.1;0;0;0;0;36;268;;;;72;17;0.4;0;347;22;14;-0.1;;;
LUZ;14.01.2025 00:00;-2.4;-1.3;-3.2;-2.8;0;-6.5;79.9;4.1;978.9;1036.4;;;1033.4;1.2;4.8;4.3;17.3;4.7;16.9;0;0;0;0;18;284;;;;0;0;0.4;0;330;22.4;14.4;0;;;
LUZ;15.01.2025 00:00;0.4;3.2;-2.7;0.4;9.9;-2.9;81.3;5.1;976.3;1033;;;1030.6;1.3;4.6;4.7;16.6;4.4;15.8;0;0;0;0;48;295;;;;104;24;0.3;0;354;19.6;11.6;-0.1;;;
LUZ;16.01.2025 00:00;2.1;3.4;1.1;1.5;7.7;0;76;5.4;977.9;1034.3;;;1032.2;1.1;5.2;4;18.7;5;18;0;0;0;0;31;306;;;;3;1;0.5;0;326;17.9;9.9;0;;;
LUZ;17.01.2025 00:00;1.3;2.4;0.2;1;4;-0.4;75.1;5.1;979;1035.6;;;1033.4;1.2;5.2;4.3;18.7;5.1;18.4;0;0;0;0;25;306;;;;0;0;0.5;0;360;18.7;10.7;0;;;
LUZ;18.01.2025 00:00;0;1.2;-0.7;0;3.4;-1.2;79.3;4.9;974.1;1030.7;;;1028.3;1.1;3.9;4;14;3.7;13.3;0;0;0;0;30;300;;;;0;0;0.4;0;346;20;12;0;;;
LUZ;19.01.2025 00:00;-0.8;0.6;-2.2;-1.8;3.3;-6.2;87.9;5.1;967.4;1023.8;;;1021.3;0.8;3.3;2.9;11.9;3.3;11.9;0;0;0;0;23;281;;;;0;0;0.3;0;333;20.8;12.8;0;;;
LUZ;20.01.2025 00:00;-0.6;2.5;-3;-0.6;8.8;-6.6;91.2;5.3;965.3;1021.6;;;1019.1;0.9;3.8;3.2;13.7;3.7;13.3;0;0;0;0;74;275;;;;218;50;0.2;0;22;20.6;12.6;-0.1;;;
LUZ;21.01.2025 00:00;0;1.6;-0.9;0.4;3.8;-1.8;94;5.7;963.5;1019.5;;;1017.2;0.8;3.2;2.9;11.5;3.1;11.2;0;0;0;0;31;309;;;;0;0;0.3;0;270;20;12;0;;;
LUZ;22.01.2025 00:00;0.5;3.7;-1.3;-0.4;5.5;-4.4;89;5.6;957;1012.6;;;1010.5;1;4.4;3.6;15.8;4.3;15.5;0;0;0;0;31;292;;;;4;1;0.4;0;342;19.5;11.5;0;;;
LUZ;23.01.2025 00:00;3.8;8.7;0.1;2.7;13.2;-3.5;87.5;7.1;958.3;1013.2;;;1011.8;1.4;8.7;5;31.3;8.5;30.6;0;5.2;5.2;0;56;301;;;;116;26;0.4;0;236;16.2;8.2;5.2;;;
LUZ;24.01.2025 00:00;4.5;9.6;0.4;2.7;17.6;-4;81.2;6.7;960.8;1015.8;;;1014.4;1.2;5.7;4.3;20.5;5.5;19.8;0;0;0;0;73;289;;;;183;41;0.5;0;217;15.5;7.5;-0.1;;;
LUZ;25.01.2025 00:00;7;15.2;1.7;4.8;23.1;-2.5;67.8;6.6;957.1;1011.3;;;1010.5;1.3;6;4.7;21.6;5.9;21.2;50;0.6;0;0;82;292;;;;313;69;0.8;0;270;13;5;-0.2;;;
LUZ;26.01.2025 00:00;7.1;10.3;4.1;6.1;16.2;0.2;64;6.4;957.5;1011.7;;;1011;2.7;20.7;9.7;74.5;20.2;72.7;0;0.5;0.6;0;94;293;;;;371;81;1;0;221;12.9;4.9;0.4;;;
LUZ;27.01.2025 00:00;6.7;9.8;4.6;5.9;14;2;84.7;8.3;950.6;1004.5;;;1003.8;2.1;12.4;7.6;44.6;12.2;43.9;0;41.6;27.2;0;36;331;;;;103;22;0.7;0;180;13.3;5.3;27.2;;;
LUZ;28.01.2025 00:00;5.3;7;3;3.8;7.8;-1.1;87.3;7.8;949.3;1003.4;;;1002.4;1.4;5.9;5;21.2;5.8;20.9;0;1.9;16.4;0;36;306;;;;33;7;0.5;0;171;14.7;6.7;16.4;;;
LUZ;29.01.2025 00:00;6;10.2;1;3.8;16.1;-4.2;69.5;6.3;957.2;1011.6;;;1010.7;2.1;14.2;7.6;51.1;13.8;49.7;0;0;0.4;0;95;270;;;;397;84;0.8;0;261;14;6;0.2;;;
LUZ;30.01.2025 00:00;4.7;9.2;0.3;3.2;15.3;-2.9;77.6;6.6;963.2;1018.2;;;1016.9;1.1;5;4;18;5;18;0;1;0.1;0;68;297;;;;46;10;0.5;0;342;15.3;7.3;0;;;
LUZ;31.01.2025 00:00;4.2;5.3;3.3;3.5;5.7;2.3;88.9;7.3;972;1027.6;;;1026.1;1.2;6.9;4.3;24.8;6.8;24.5;0;5.2;6.1;0;15;325;;;;0;0;0.5;0;326;15.8;7.8;6.1;;;
LUZ;01.02.2025 00:00;2.2;3.3;1.5;2;5.1;0.9;84.5;6.1;971.6;1027.6;;;1025.7;1.6;4.6;5.8;16.6;4.5;16.2;0;0;0;0;22;314;;;;0;0;0.5;0;339;17.8;9.8;0;;;
LUZ;02.02.2025 00:00;2.2;3;1.6;2.1;4.1;1.1;83.1;5.9;969;1024.9;;;1023;1.2;3.8;4.3;13.7;3.7;13.3;0;0;0;0;23;314;;;;0;0;0.5;0;9;17.8;9.8;0;;;
LUZ;03.02.2025 00:00;2.1;3;1.4;2.1;5.1;0.7;79.5;5.7;972.2;1028.3;;;1026.3;1.1;3.9;4;14;3.8;13.7;0;0;0;0;31;312;;;;0;0;0.5;0;45;17.9;9.9;0;;;
LUZ;04.02.2025 00:00;0.8;4;-2;0.1;10.2;-6.6;82;5.3;975.1;1031.7;;;1029.3;1.1;4.1;4;14.8;4.1;14.8;0;0;0;0;81;267;;;;223;45;0.4;0;288;19.2;11.2;-0.1;;;
LUZ;05.02.2025 00:00;-0.5;0.6;-2.2;-0.4;3.8;-6.7;90.4;5.3;981.5;1038.7;;;1036;1;4.6;3.6;16.6;4.5;16.2;0;0;0;0;40;301;;;;0;0;0.4;0;315;20.5;12.5;0;;;
LUZ;06.02.2025 00:00;0.7;1.7;-0.6;0.3;2.6;-0.9;78.9;5.1;978.4;1035.1;;;1032.8;1.1;4.2;4;15.1;4.1;14.8;0;0;0;0;19;306;;;;0;0;0.5;0;171;19.3;11.3;-0.1;;;
LUZ;07.02.2025 00:00;1.7;5.3;-1.2;0.7;11.2;-5.6;78.2;5.4;968.5;1024.5;;;1022.5;0.9;3.7;3.2;13.3;3.7;13.3;0;0;0;0;75;276;;;;201;40;0.5;0;301;18.3;10.3;-0.1;;;
LUZ;08.02.2025 00:00;1.4;7.1;-2;-0.6;11.7;-6;83;5.6;967;1022.9;;;1020.9;0.9;4.4;3.2;15.8;4.3;15.5;0;0;0;0;71;263;;;;186;36;0.6;0;360;18.6;10.6;-0.1;;;
LUZ;09.02.2025 00:00;3.4;8.1;0.3;2.1;14.2;-3.5;80.5;6.3;971.5;1027.3;;;1025.6;1.1;6;4;21.6;5.7;20.5;0;0;0;0;94;275;;;;330;64;0.6;0;297;16.6;8.6;-0.2;;;
LUZ;10.02.2025 00:00;3.6;6.9;-0.1;2.4;11.4;-4.3;83.6;6.6;968.6;1024.2;;;1022.6;0.8;4.5;2.9;16.2;4.3;15.5;0;0.3;0.1;0;52;303;;;;14;3;0.5;0;45;16.4;8.4;0.1;;;
LUZ;11.02.2025 00:00;6.2;8.9;3.7;5.2;10.7;0.7;88;8.3;966.3;1021.2;;;1020.2;0.7;3.4;2.5;12.2;3.4;12.2;0;0.7;0.9;0;46;326;;;;0;0;0.6;0;225;13.8;5.8;0.9;;;
LUZ;12.02.2025 00:00;7.3;10.7;4;6.2;14.4;0.1;87;8.8;964;1018.5;;;1017.7;1;5;3.6;18;4.8;17.3;0;1.5;1.4;0;68;319;;;;31;6;0.6;0;191;12.7;4.7;1.4;;;
LUZ;13.02.2025 00:00;5.2;8.9;1.8;4.2;8.1;0.8;89.7;8;962.9;1017.8;;;1016.6;1.6;13.3;5.8;47.9;12.7;45.7;0;23.1;15.9;0;19;325;;;;0;0;0.6;0;306;14.8;6.8;15.9;;;
LUZ;14.02.2025 00:00;-0.3;2.1;-1.6;-0.4;0.9;-1.7;83.3;5;967.6;1023.9;;;1021.5;1.8;6.1;6.5;22;6;21.6;0;1.8;9.1;3;22;298;;;;0;0;0.6;0;324;20.3;12.3;9.1;;;
LUZ;15.02.2025 00:00;-1.2;0.4;-2.8;-2.5;1.4;-7.7;76.6;4.3;965.8;1022.3;;;1019.6;1.4;5.4;5;19.4;5.2;18.7;0;0;0;3;68;266;;;;112;21;0.6;0;315;21.2;13.2;-0.1;;;
LUZ;16.02.2025 00:00;0.3;2.6;-2.3;-0.5;4.2;-4.8;81.3;5.1;962.2;1018.1;;;1015.9;1;4.3;3.6;15.5;4.1;14.8;0;0;0;1;64;290;;;;2;0;0.5;0;351;19.7;11.7;-0.1;;;
LUZ;17.02.2025 00:00;1.2;2.3;0.4;1.1;3.8;-0.1;78.2;5.2;965.2;1021;;;1019;1.6;5.1;5.8;18.4;4.8;17.3;0;0;0;0;35;308;;;;0;0;0.6;0;5;18.8;10.8;-0.1;;;
LUZ;18.02.2025 00:00;1.3;2.3;0.5;1.4;4.3;0;77.6;5.2;967.2;1023.2;;;1021.1;1.3;4.6;4.7;16.6;4.5;16.2;0;0;0;0;37;308;;;;0;0;0.6;0;354;18.7;10.7;-0.1;;;
LUZ;19.02.2025 00:00;2;6;-0.3;1.9;13.2;-3.3;78.6;5.5;969.2;1025.1;;;1023.2;1.4;5.1;5;18.4;4.9;17.6;0;0;0;0;100;283;;;;258;46;0.8;0;342;18;10;-0.2;;;
LUZ;20.02.2025 00:00;4.2;9.5;0.1;2;10.6;-4.3;84.3;6.9;972.6;1028.3;;;1026.7;0.8;2.8;2.9;10.1;2.7;9.7;0;0;0;0;57;294;;;;55;10;0.7;0;225;15.8;7.8;-0.1;;;
LUZ;21.02.2025 00:00;5.7;12.4;0.3;4.3;19.1;-3.7;81;7.3;969.8;1025;;;1023.8;0.8;4.4;2.9;15.8;4.2;15.1;0;0;0;0;132;276;;;;447;79;0.9;0;360;14.3;6.3;-0.3;;;
LUZ;22.02.2025 00:00;7.5;13.5;2.7;5.7;19.3;-1.3;78.6;8;968;1022.7;;;1021.9;0.9;5;3.2;18;4.9;17.6;0;0;0;0;97;300;;;;177;31;1;0;207;12.5;4.5;-0.2;;;
LUZ;23.02.2025 00:00;7.9;9.5;5.9;7.2;13.4;4.6;87.8;9.4;975.4;1030.5;;;1029.7;0.8;3.3;2.9;11.9;3.2;11.5;0;0.4;0.4;0;25;342;;;;0;0;0.6;0;333;12.1;4.1;0.4;;;
LUZ;24.02.2025 00:00;7.3;10.9;4.7;6.6;12.9;2.4;84.8;8.6;971.1;1026.1;;;1025.2;1.1;4.9;4;17.6;4.8;17.3;0;0;0;0;77;316;;;;15;3;0.9;0;198;12.7;4.7;-0.1;;;
LUZ;25.02.2025 00:00;7.9;10.9;5.1;6.2;14.9;0.5;78.4;8.4;961.8;1016.1;;;1015.4;1.5;11.1;5.4;40;10.3;37.1;0;0.1;0.1;0;56;312;;;;42;7;0.9;0;252;12.1;4.1;0;;;
LUZ;26.02.2025 00:00;5.5;7.6;1.4;3.5;6.9;-4;68.5;6.2;966.1;1021.1;;;1020;3.5;17.4;12.6;62.6;16.7;60.1;0;0.1;0.1;0;27;302;;;;0;0;1.1;0;247;14.5;6.5;0;;;
LUZ;27.02.2025 00:00;2.6;4.3;-0.4;0.8;5.4;-4.9;85.8;6.4;966.5;1022.1;;;1020.3;1.1;4.8;4;17.3;4.7;16.9;0;2.3;2.3;0;32;297;;;;0;0;0.5;0;180;17.4;9.4;2.2;;;
LUZ;28.02.2025 00:00;3.9;7.3;0.9;2.8;11.7;-2.8;73.2;5.8;968.6;1024.1;;;1022.6;1.2;5.8;4.3;20.9;5.6;20.2;0;0;0;0;75;297;;;;57;10;0.9;0;311;16.1;8.1;-0.2;;;
LUZ;01.03.2025 00:00;3.9;5.4;2.7;3.4;7;0.4;71.1;5.7;970.9;1026.5;;;1024.9;2.3;10.5;8.3;37.8;10;36;0;0;0;0;41;312;;;;0;0;1;0;341;16.1;8.1;-0.1;;;
LUZ;02.03.2025 00:00;2.5;5;-0.9;1.3;8;-6.3;76.7;5.6;974.3;1030.5;;;1028.6;1.3;6.8;4.7;24.5;6.7;24.1;0;0;0;0;55;288;;;;7;1;0.7;0;328;17.5;9.5;-0.1;;;
LUZ;03.03.2025 00:00;3.3;10.7;-2.4;2;19;-7.2;73.7;5.5;973;1028.9;;;1027.2;1.2;4.8;4.3;17.3;4.7;16.9;0;0;0;0;179;242;;;;560;92;1.3;0;225;16.7;8.7;-0.8;;;
LUZ;04.03.2025 00:00;4.8;13.2;-1.5;3.3;20.1;-6.7;68.4;5.7;971.3;1026.8;;;1025.4;1.2;4.6;4.3;16.6;4.5;16.2;0;0;0;0;180;247;;;;608;99;1.5;0;270;15.2;7.2;-1.1;;;
LUZ;05.03.2025 00:00;5.8;14.3;-0.8;3.9;21.2;-6.4;63.7;5.7;970.9;1026.2;;;1024.9;1.1;4.6;4;16.6;4.5;16.2;0;0;0;0;183;252;;;;614;99;1.5;0;225;14.2;6.2;-1.2;;;
LUZ;06.03.2025 00:00;7.2;15.8;-0.4;5.5;23.5;-5.5;60.3;5.9;967.9;1022.7;;;1021.8;1.1;4;4;14.4;3.9;14;0;0;0;0;180;262;;;;592;95;1.6;0;315;12.8;4.8;-1.3;;;
LUZ;07.03.2025 00:00;7.5;15.4;1.1;5.7;22.8;-4.4;59.3;5.9;964.7;1019.2;;;1018.5;1.2;4.9;4.3;17.6;4.8;17.3;0;0;0;0;180;264;;;;621;99;1.7;0;304;12.5;4.5;-1.5;;;
LUZ;08.03.2025 00:00;7.9;16.8;0.9;6;23.8;-5.5;58.5;5.9;958.6;1012.7;;;1012.1;1.1;4.2;4;15.1;4.1;14.8;0;0;0;0;188;264;;;;628;100;1.8;0;342;12.1;4.1;-1.6;;;
LUZ;09.03.2025 00:00;10.1;18.3;1.5;8.8;26.7;-3.9;51.8;5.9;950.5;1003.7;;;1003.6;2.1;11.2;7.6;40.3;10.7;38.5;290;0;0;0;184;286;;;;540;85;2.4;0;90;9.9;1.9;-1.7;;;
LUZ;10.03.2025 00:00;9.9;12.7;5.2;7.2;19.1;-0.5;65.6;7.9;949.5;1002.8;;;1002.7;1.7;10.6;6.1;38.2;10.4;37.4;0;0.3;0.3;0;77;311;;;;134;21;1.3;0;254;10.1;2.1;-0.2;;;
LUZ;11.03.2025 00:00;9.1;15.2;3.6;8;23;-0.4;70.6;8;949.1;1002.4;;;1002.1;1.1;5.3;4;19.1;5.2;18.7;0;0;0;0;152;296;;;;367;57;1.6;0;360;10.9;2.9;-0.8;;;
LUZ;12.03.2025 00:00;7.2;8.7;6;6;12.3;1.5;88.2;9;944.6;998.1;;;997.5;1;4.4;3.6;15.8;4.4;15.8;0;13.5;12.4;0;27;333;;;;0;0;0.7;0;360;12.8;4.8;12.3;;;
LUZ;13.03.2025 00:00;6.1;8.1;3.5;5.5;10.2;2.7;81.4;7.6;943.9;997.5;;;996.7;1.9;12.5;6.8;45;12.2;43.9;0;2.3;3.2;0;49;327;;;;3;0;0.9;0;315;13.9;5.9;3.1;;;
LUZ;14.03.2025 00:00;4.1;5.8;2.5;3.6;6.3;1.6;77.4;6.3;950.4;1004.8;;;1003.5;1.4;6.4;5;23;6.2;22.3;0;0;0.2;0;33;318;;;;0;0;0.8;0;346;15.9;7.9;0;;;
LUZ;15.03.2025 00:00;4.7;6.2;3.7;4.4;6.4;3;83;7.1;954;1008.5;;;1007.3;1.6;6.6;5.8;23.8;6.5;23.4;0;2.2;1.3;0;21;326;;;;0;0;0.7;0;302;15.3;7.3;1.2;;;
LUZ;16.03.2025 00:00;4;5.5;3.5;3.8;6.4;2.6;87.2;7.1;961.5;1016.6;;;1015.2;1.3;5.5;4.7;19.8;5.4;19.4;0;2.8;3.7;0;43;323;;;;0;0;0.7;0;319;16;8;3.6;;;
LUZ;17.03.2025 00:00;4.8;7.8;2;4.2;9.6;-2;72.4;6.2;967.2;1022.4;;;1021.1;2.7;10.7;9.7;38.5;10.1;36.4;0;0;0;0;64;304;;;;1;0;1.2;0;360;15.2;7.2;-0.2;;;
LUZ;18.03.2025 00:00;4.1;9.8;0.5;4.2;15.4;-2.9;71.1;5.8;969.8;1025.3;;;1023.8;1.6;4.6;5.8;16.6;4.5;16.2;0;0;0;0;209;267;;;;526;79;1.8;0;307;15.9;7.9;-1.3;;;
LUZ;19.03.2025 00:00;6.8;15.1;0.1;5.6;20.2;-4.1;68.2;6.4;971.7;1026.8;;;1025.8;1.1;5.2;4;18.7;5;18;0;0;0;0;219;258;;;;670;100;2;0;270;13.2;5.2;-1.8;;;
LUZ;20.03.2025 00:00;9;17.3;1.8;7.7;22.5;-2.3;60.7;6.6;969.9;1024.4;;;1023.9;1.2;4.6;4.3;16.6;4.5;16.2;0;0;0;0;200;281;;;;508;75;2.2;0;270;11;3;-1.8;;;
LUZ;21.03.2025 00:00;10.7;17.8;3.9;9;22.3;-0.2;59.3;7.4;960.4;1014;;;1014;1.3;6.5;4.7;23.4;6.3;22.7;80;0;0;0;139;306;;;;160;24;2;0;315;9.3;1.3;-0.8;;;
LUZ;22.03.2025 00:00;14;19.8;7.9;12.6;24.6;2.6;43.8;6.7;951.4;1003.9;;;1004.6;3.4;14.3;12.2;51.5;13.7;49.3;550;0;0;0;198;301;;;;570;84;3.6;0;107;0;0;-2.9;;;
LUZ;23.03.2025 00:00;11;14.4;8.4;9.8;19.2;4.6;67.5;8.8;952.9;1006.1;;;1006.2;1.4;7.9;5;28.4;7.5;27;0;2.8;0;0;98;329;;;;67;10;1.6;0;281;9;1;-0.5;;;
LUZ;24.03.2025 00:00;10.1;15.3;6.6;9.6;21.4;2.4;79.2;9.7;959.9;1013.6;;;1013.5;1.3;7.2;4.7;25.9;7.1;25.6;0;1;3.8;0;122;329;;;;146;21;1.6;0;292;9.9;1.9;3.3;;;
LUZ;25.03.2025 00:00;8.4;13.3;3.7;7;19.4;0;85.6;9.4;965.2;1019.6;;;1019;0.9;9.3;3.2;33.5;9.3;33.5;0;7.3;6.9;0;85;313;;;;80;12;1.2;0;252;11.6;3.6;6.6;;;
LUZ;26.03.2025 00:00;8.7;10.4;7.4;7.9;12.3;4.5;88.9;10;965.7;1020.1;;;1019.5;0.8;3.3;2.9;11.9;3.2;11.5;0;3.5;3.9;0;50;339;;;;0;0;0.9;0;214;11.3;3.3;3.8;;;
LUZ;27.03.2025 00:00;8.5;10.9;6.8;8;12.9;3.5;75.3;8.3;963.2;1017.5;;;1016.9;2.9;9.8;10.4;35.3;9.5;34.2;0;0;0;0;73;332;;;;2;0;1.5;0;355;11.5;3.5;-0.3;;;
LUZ;28.03.2025 00:00;8.4;11.9;6.2;8.2;15.4;4.6;73.9;8.1;958.2;1012.2;;;1011.7;1;4.8;3.6;17.3;4.6;16.6;0;2.4;0;0;100;327;;;;1;0;1.4;0;135;11.6;3.6;-0.3;;;
LUZ;29.03.2025 00:00;7.7;8.5;7.1;6.9;8.9;5.7;89.7;9.4;961.4;1015.8;;;1015.1;1.2;7.4;4.3;26.6;7.2;25.9;0;13.5;15.9;0;27;339;;;;0;0;0.7;0;248;12.3;4.3;15.8;;;
LUZ;30.03.2025 00:00;10.2;15.1;4.2;10.4;21.6;-0.6;66.4;7.9;966.4;1020.5;;;1020.3;1.9;10.3;6.8;37.1;10;36;0;0;0;0;201;312;;;;395;55;2.3;0;270;9.8;1.8;-1.5;;;
LUZ;31.03.2025 00:00;8.9;12.1;4.7;8.2;18.8;-0.9;55.2;6.3;968.6;1023.1;;;1022.6;2.4;10.3;8.6;37.1;10;36;0;0;0;0;129;302;;;;209;29;2.1;0;330;11.1;3.1;-1.3;;;
LUZ;01.04.2025 00:00;7.2;11.8;2.6;5.8;18.1;-2.5;59.1;5.9;963.5;1018.1;;;1017.2;4.4;16.4;15.8;59;16.1;58;0;0;0;0;191;259;;;;543;76;2.6;0;2;12.8;4.8;-2.4;;;
LUZ;02.04.2025 00:00;9.4;17.2;0.9;8;22.7;-2.9;64;7.4;961.4;1015.4;;;1015.1;1.6;6.3;5.8;22.7;6.1;22;0;0;0;0;237;276;;;;653;91;2.6;0;310;10.6;2.6;-2.5;;;
LUZ;03.04.2025 00:00;11.5;20;4.4;9.9;24.9;-0.9;63;8.1;966.2;1020.1;;;1020.1;1.6;6.3;5.8;22.7;6.2;22.3;0;0;0;0;247;283;;;;700;97;3.1;0;326;8.5;0.5;-2.8;;;
LUZ;04.04.2025 00:00;12.4;20.6;4.6;10.7;25.7;-0.8;62.3;8.6;963.3;1016.7;;;1017;1.4;5.3;5;19.1;5.2;18.7;0;0;0;0;256;287;;;;722;100;3.1;0;320;0;0;-2.9;;;
LUZ;05.04.2025 00:00;13.3;20.6;5.6;11.2;27;0.4;56.8;8.1;960.2;1013.3;;;1013.7;1.6;6.3;5.8;22.7;6.1;22;0;0;0;0;255;292;;;;724;100;3.3;0;337;0;0;-3.4;;;
LUZ;06.04.2025 00:00;9.3;13.4;3.5;8.4;21.3;-3.3;46.8;5.5;963.7;1017.8;;;1017.4;2.8;9.4;10.1;33.8;9.3;33.5;0;0;0;0;258;267;;;;695;96;3.1;0;347;10.7;2.7;-4;;;
LUZ;07.04.2025 00:00;7.4;14.7;0.4;5.7;22;-5.2;46;4.6;967.1;1021.8;;;1021;2;6.7;7.2;24.1;6.3;22.7;0;0;0;0;269;252;;;;728;100;3.1;0;309;12.6;4.6;-4.3;;;
LUZ;08.04.2025 00:00;8.8;15.9;2.1;7.1;23.1;-4.3;50.4;5.5;969;1023.5;;;1023;1.7;7.1;6.1;25.6;7;25.2;0;0;0;0;266;263;;;;729;100;3;0;330;11.2;3.2;-4.1;;;
LUZ;09.04.2025 00:00;10.2;17;2.9;8.2;25.5;-2.5;52.8;6.2;967.2;1021.3;;;1021.1;1.8;7.3;6.5;26.3;7.1;25.6;0;0;0;0;249;275;;;;698;95;3.1;0;342;9.8;1.8;-3.7;;;
LUZ;10.04.2025 00:00;10.8;18.6;3.5;8.9;25.6;-2.4;50.3;6.1;970.1;1024.3;;;1024.1;1.6;6.6;5.8;23.8;6.3;22.7;0;0;0;0;267;274;;;;708;96;3.3;0;315;9.2;1.2;-4;;;
LUZ;11.04.2025 00:00;12.4;21;4.4;10.5;28.4;-2.1;55.7;7.8;966.2;1019.9;;;1020.1;1.3;5.5;4.7;19.8;5.3;19.1;0;0;0;0;271;285;;;;737;100;3.4;0;207;0;0;-3.8;;;
LUZ;12.04.2025 00:00;13.3;19.7;5.9;10.7;26;-1;61.7;9.2;958.3;1011.3;;;1011.8;1.3;5.8;4.7;20.9;5.7;20.5;0;0;0;0;208;304;;;;526;71;2.8;0;180;0;0;-2.5;;;
LUZ;13.04.2025 00:00;14;17;11.3;13.6;22.6;7.5;74.2;11.8;957;1009.8;;;1010.5;1.5;6.1;5.4;22;6;21.6;0;2.1;0.4;0;132;354;;;;70;9;2.1;0;326;0;0;-0.1;;;
LUZ;14.04.2025 00:00;14.9;20.1;10.1;14.6;26.9;5.6;74.2;12.3;954.4;1006.9;;;1007.8;1.6;6.7;5.8;24.1;6.5;23.4;0;0.1;1.8;0;204;340;;;;313;42;2.9;0;331;0;0;0.6;;;
LUZ;15.04.2025 00:00;14.2;19.7;10;12.7;27.4;4.6;73.5;11.8;949.3;1001.6;;;1002.4;1.4;5.5;5;19.8;5.3;19.1;0;0;0;0;155;332;;;;212;28;2.4;0;324;0;0;-1;;;
LUZ;16.04.2025 00:00;10.6;14.9;7.7;9.4;17.3;3.7;85.2;10.8;954.6;1008;;;1008;1.5;8.8;5.4;31.7;8.6;31;0;23;10.7;0;73;338;;;;76;10;1.4;0;319;9.4;1.4;10.4;;;
LUZ;17.04.2025 00:00;7.8;10;6.6;8;14.8;5.4;88.5;9.4;956.1;1010.1;;;1009.5;1.2;6.9;4.3;24.8;6.8;24.5;0;3.7;16;0;61;341;;;;0;0;1.1;0;270;12.2;4.2;15.8;;;
