station_abbr;reference_timestamp;tre200d0;tre200dx;tre200dn;tre005d0;tre005dx;tre005dn;ure200d0;pva200d0;prestad0;pp0qffd0;ppz850d0;ppz700d0;pp0qnhd0;fkl010d0;fkl010d1;fu3010d0;fu3010d1;fkl010d3;fu3010d3;wcc006d0;rre150d0;rka150d0;htoautd0;gre000d0;oli000d0;olo000d0;osr000d0;ods000d0;sre000d0;sremaxdv;erefaod0;xcd000d0;dkl010d0;xno000d0;xno012d0;rreetsd0;tso005d0;tso010d0;tso020d0
LUZ;18.09.2025 00:00;17.1;24.7;9.8;15.9;30.7;6.4;76.1;14.6;972.5;1025.5;;;1026.6;1.2;5.1;4.3;18.4;4.7;16.9;0;0;0;0;221;331;;;;683;100;2.8;0;207;0;0;-2.2;;;
LUZ;19.09.2025 00:00;17.8;25.2;11.5;16.3;30.7;7;80.4;16.1;972.2;1025.1;;;1026.4;1.2;4.8;4.3;17.3;4.4;15.8;0;0;0;0;219;328;;;;684;100;2.8;0;194;0;0;-1.8;;;
LUZ;20.09.2025 00:00;19.4;27.3;12.4;17.8;31.9;8;75.8;16.5;967;1019.3;;;1020.9;1.1;4.6;4;16.6;4.6;16.6;0;0;0;0;213;344;;;;651;96;2.9;1.1;211;0;0;-2.1;;;
LUZ;21.09.2025 00:00;18.4;25;14.8;17.9;30.9;11.4;83.5;17.4;961.6;1013.8;;;1015.2;1.6;7.9;5.8;28.4;7.6;27.4;0;22.4;10.6;0;133;375;;;;228;34;2.3;0.1;331;0;0;9.9;;;
LUZ;22.09.2025 00:00;13.4;15.9;12.3;13.7;15.9;12.1;95.4;14.7;960.7;1013.8;;;1014.3;1.7;10.6;6.1;38.2;9.9;35.6;0;12.4;23.8;0;40;374;;;;0;0;0.9;0;339;0;0;23.7;;;
LUZ;23.09.2025 00:00;11.1;12.6;10.1;11.3;15.6;8.6;96.2;12.7;963.4;1017.1;;;1017.1;1.6;7.3;5.8;26.3;7.2;25.9;0;9.5;9.8;0;34;361;;;;9;1;0.7;0;325;8.9;0.9;9.7;;;
LUZ;24.09.2025 00:00;11.3;13.6;9.7;11.8;16.4;9.6;93.1;12.4;963;1016.6;;;1016.7;1.2;5.3;4.3;19.1;5.1;18.4;0;10.7;9.9;0;52;358;;;;0;0;0.9;0;339;8.7;0.7;9.8;;;
LUZ;25.09.2025 00:00;11;13.4;9.2;11;15.2;8.2;88.8;11.6;964.9;1018.7;;;1018.7;1;4.6;3.6;16.6;4.5;16.2;0;0.9;1.7;0;61;351;;;;0;0;1;0;236;9;1;1.5;;;
LUZ;26.09.2025 00:00;10.9;13.4;9.1;11.3;17;8.4;89.6;11.7;965.5;1019.4;;;1019.3;1.2;6.5;4.3;23.4;6.3;22.7;0;13;3.7;0;70;351;;;;22;3;1;0;300;9.1;1.1;3.5;;;
LUZ;27.09.2025 00:00;9.9;14.4;6.4;9.2;21.2;2.3;87.5;10.6;968;1022.2;;;1021.9;1.6;8.6;5.8;31;8.6;31;0;6.1;15.5;0;111;320;;;;210;32;1.3;0;157;10.1;2.1;15;;;
LUZ;28.09.2025 00:00;11.2;16.4;5.5;11.1;22.3;1.3;84.1;11.1;967.2;1021.1;;;1021.1;1.2;4.9;4.3;17.6;4.8;17.3;0;0;0;0;173;317;;;;420;65;1.7;0;304;8.8;0.8;-0.9;;;
LUZ;29.09.2025 00:00;12.9;16.8;9.1;12.4;23.3;4.7;82.7;12.2;967.8;1021.4;;;1021.7;1.2;5.9;4.3;21.2;5.8;20.9;0;0;0;0;125;332;;;;198;31;1.5;0;309;0;0;-0.6;;;
LUZ;30.09.2025 00:00;12.3;15.6;8.6;11.5;18.5;4.6;84.4;12;969.3;1023.1;;;1023.3;1;6.2;3.6;22.3;6.2;22.3;0;0;0;0;102;335;;;;102;16;1.2;0;333;0;0;-0.4;;;
LUZ;01.10.2025 00:00;10.8;16.3;6.1;9.2;21.3;1;78.7;10.1;971.7;1026;;;1025.8;1.9;8.3;6.8;29.9;8.1;29.2;0;0;0;0;93;313;;;;79;12;1.5;0;324;9.2;1.2;-0.4;;;
LUZ;02.10.2025 00:00;7.1;12.3;4;5.2;18;-0.3;85.8;8.6;971.9;1027;;;1026;1.3;5.4;4.7;19.4;5.2;18.7;0;0;0;0;99;288;;;;181;29;1.2;0;284;12.9;4.9;-0.5;;;
LUZ;03.10.2025 00:00;8.4;12.4;3.1;7.3;14.9;-1;82.9;9.1;968;1022.5;;;1021.9;0.8;4.5;2.9;16.2;4.3;15.5;0;0;0;0;99;309;;;;108;17;1;0;225;11.6;3.6;-0.4;;;
LUZ;04.10.2025 00:00;12.4;19.5;8.5;12.2;24.2;5.2;79.5;11.4;959.9;1013.2;;;1013.4;2.6;22.5;9.4;81;22.3;80.3;0;10;9.8;0;119;347;;;;196;31;2;0;254;0;0;9.2;;;
LUZ;05.10.2025 00:00;10.1;14.4;6.6;8.5;19;4.7;69.3;8.4;966.6;1020.7;;;1020.4;3;15.7;10.8;56.5;15.3;55.1;0;2.2;2.3;0;106;318;;;;121;19;1.8;0;257;9.9;1.9;1.6;;;
LUZ;06.10.2025 00:00;10.6;14.9;7.1;10.5;21.7;5.8;78;9.8;973.1;1027.5;;;1027.3;1.2;5.7;4.3;20.5;5.7;20.5;0;0;0.1;0;107;336;;;;170;27;1.3;0;342;9.4;1.4;-0.5;;;
LUZ;07.10.2025 00:00;12.1;17.8;8.5;11.9;24.6;5.1;80.9;11.2;971.8;1025.8;;;1025.9;1.1;4.5;4;16.2;4.4;15.8;0;0;0;;168;309;;;;518;85;1.6;0;281;0;0;-1.2;;;
LUZ;08.10.2025 00:00;10.7;14.4;7.8;10.1;19.4;4.5;91.7;11.8;968.3;1022.4;;;1022.3;0.8;4.6;2.9;16.6;4.3;15.5;0;0;0;0;85;331;;;;149;24;1;0;180;9.3;1.3;-0.2;;;
LUZ;09.10.2025 00:00;12.7;15.4;8.8;12.5;18.5;6.5;89.2;13.1;970.5;1024.3;;;1024.6;1;4.4;3.6;15.8;4.2;15.1;0;0;0;0;63;356;;;;2;0;0.9;0;333;0;0;-0.1;;;
LUZ;10.10.2025 00:00;13;15.7;10.9;13.3;22.4;9.4;83;12.4;976.5;1030.5;;;1030.8;1.2;4.4;4.3;15.8;4.2;15.1;0;0;0;0;72;358;;;;75;13;1.1;0;352;0;0;-0.3;;;
LUZ;11.10.2025 00:00;11.6;12.8;10.4;11.7;14.7;10.1;84.6;11.6;977.5;1031.9;;;1031.8;1.2;5;4.3;18;5;18;0;0;0;0;37;360;;;;0;0;0.8;0;360;8.4;0.4;-0.2;;;
LUZ;12.10.2025 00:00;11.5;12.8;10.7;11.4;14.1;10;83.7;11.3;973.7;1027.9;;;1027.9;1.2;5.1;4.3;18.4;4.8;17.3;0;0;0;0;33;358;;;;0;0;0.8;0;11;8.5;0.5;-0.2;;;
LUZ;13.10.2025 00:00;10.9;12;9.8;10.9;14.1;9.6;84.3;11;970.6;1024.7;;;1024.6;1.1;5.1;4;18.4;4.9;17.6;0;0;0;0;34;355;;;;0;0;0.8;0;347;9.1;1.1;-0.2;;;
LUZ;14.10.2025 00:00;10.3;12.5;6.6;9.4;14.1;3;86.1;10.8;969.8;1024.1;;;1023.8;0.9;4.6;3.2;16.6;4.5;16.2;0;0;0;0;33;334;;;;0;0;0.7;0;326;9.7;1.7;-0.2;;;
LUZ;15.10.2025 00:00;9.5;11.7;6.3;9.1;12.5;2.8;86.9;10.3;969.7;1024.1;;;1023.7;0.9;4.6;3.2;16.6;4.5;16.2;0;0;0;0;36;346;;;;0;0;0.7;0;14;10.5;2.5;-0.1;;;
LUZ;16.10.2025 00:00;10.4;12.4;9.3;10.3;15.3;8.3;85.1;10.7;968.3;1022.5;;;1022.3;0.9;4.7;3.2;16.9;4.6;16.6;0;0;0;0;40;348;;;;0;0;0.8;0;8;9.6;1.6;-0.2;;;
LUZ;17.10.2025 00:00;9.2;11.4;8;9;12.3;7.1;87;10.1;968.4;1022.8;;;1022.3;0.8;4;2.9;14.4;3.9;14;0;0.1;0.1;0;33;343;;;;0;0;0.7;0;323;10.8;2.8;0;;;
LUZ;18.10.2025 00:00;8.8;13.8;5.4;8.3;18.7;2.2;83.3;9.3;969.3;1023.8;;;1023.2;1.2;3.9;4.3;14;3.8;13.7;0;0;0;1;104;307;;;;264;46;1;0;333;11.2;3.2;-0.5;;;
LUZ;19.10.2025 00:00;8.8;14.4;4.5;7.7;19.1;1.2;86.7;9.8;963.6;1017.8;;;1017.3;1.1;4.2;4;15.1;4.1;14.8;0;0;0;1;106;299;;;;224;40;1;0;225;11.2;3.2;-0.4;;;
LUZ;20.10.2025 00:00;10.4;14;6.9;9.1;14.6;5.3;90.2;11.4;953.9;1007.2;;;1007.2;1.1;7.9;4;28.4;7.9;28.4;0;0.9;0.8;1;39;335;;;;0;0;0.7;0;270;9.6;1.6;0.7;;;
LUZ;21.10.2025 00:00;12.3;17.4;7.9;11.9;22.4;5.2;84.5;11.9;951.2;1004;;;1004.4;1.1;5.2;4;18.7;5.1;18.4;0;0.3;0.1;1;95;338;;;;209;37;1;0;198;0;0;-0.3;;;
LUZ;22.10.2025 00:00;13;16.9;10.6;12.3;18.9;9.2;88.4;13.2;950.2;1002.8;;;1003.4;1.2;8.2;4.3;29.5;7.9;28.4;0;3.2;2.3;0;68;352;;;;70;13;0.9;0;180;0;0;2.1;;;
LUZ;23.10.2025 00:00;11.8;16.4;8.1;9.9;15.5;5.8;72.8;10.2;946.3;998.9;;;999.2;5.6;31.7;20.2;114.1;31;111.6;0;15.7;16.4;0;43;335;;;;73;13;1.9;0;238;8.2;0.2;16;;;
LUZ;24.10.2025 00:00;8.7;12.7;5.8;7.5;16.7;3.5;65.9;7.3;957;1010.8;;;1010.4;3;17.1;10.8;61.6;16.2;58.3;0;2.8;3.2;0;108;299;;;;289;53;1.5;0;261;11.3;3.3;2.2;;;
LUZ;25.10.2025 00:00;8.5;11.1;6.6;7.7;11.1;4.3;89.3;9.9;955.4;1009.2;;;1008.8;1.2;10.6;4.3;38.2;10.3;37.1;0;11.1;9.2;0;30;336;;;;0;0;0.6;0;217;11.5;3.5;9.1;;;
LUZ;26.10.2025 00:00;7.8;10.9;5.6;6.7;14.2;3.2;74.3;7.8;958.9;1013;;;1012.4;3.2;13.8;11.5;49.7;13.4;48.2;0;1.2;3.2;0;85;310;;;;179;33;1.2;0;260;12.2;4.2;2.7;;;
LUZ;27.10.2025 00:00;8.7;11.4;6.3;6.9;9.8;4.6;72.3;8.2;958.6;1012.5;;;1012.1;3.2;19.4;11.5;69.8;19.3;69.5;0;6.7;6.7;0;22;331;;;;0;0;1.2;0;270;11.3;3.3;6.5;;;
LUZ;28.10.2025 00:00;9.6;15.3;4.5;8.3;18.4;0.5;76.6;9;963.2;1017.2;;;1016.9;1.6;9.1;5.8;32.8;8.8;31.7;0;0;0;0;120;298;;;;437;82;1;0;197;10.4;2.4;-0.9;;;
LUZ;29.10.2025 00:00;8.9;15.2;2.8;7.9;19;-0.8;82.8;9.4;957.1;1010.9;;;1010.5;1;6.1;3.6;22;5.9;21.2;0;3.3;2.6;0;116;298;;;;410;78;0.8;0;315;11.1;3.1;2;;;
LUZ;30.10.2025 00:00;10.5;11.8;9.2;9.9;12.5;8.3;93.3;11.8;959.5;1013.2;;;1013.1;1;6.4;3.6;23;6.4;23;0;0.8;1.5;0;23;354;;;;0;0;0.5;0;270;9.5;1.5;1.4;;;
LUZ;31.10.2025 00:00;10.1;15.3;5.3;8.7;18.2;1.6;84.3;10.3;963;1017;;;1016.7;1.4;6.4;5;23;6.2;22.3;0;0;0;0;104;301;;;;381;73;0.8;0;216;9.9;1.9;-0.6;;;
LUZ;01.11.2025 00:00;10.6;14.8;5.7;9.4;15.5;2.4;90.2;11.5;962.6;1016.4;;;1016.3;0.8;4.7;2.9;16.9;4.5;16.2;0;11;1.2;0;60;330;;;;104;20;0.6;0;180;9.4;1.4;1;;;
LUZ;02.11.2025 00:00;9.9;11.6;5.8;8.9;11.2;3.3;92.5;11.3;963.5;1017.5;;;1017.2;1.5;17.8;5.4;64.1;17.7;63.7;0;10.1;19.7;0;12;345;;;;0;0;0.4;0;236;10.1;2.1;19.6;;;
LUZ;03.11.2025 00:00;6.9;12.1;3.3;5.1;15.5;-0.5;85.7;8.4;970.9;1025.9;;;1025;1.3;5;4.7;18;4.8;17.3;0;0;0.2;0;96;273;;;;348;69;0.7;0;216;13.1;5.1;-0.3;;;
LUZ;04.11.2025 00:00;6.1;13.8;1.5;4.3;17;-1.6;84.2;7.8;970.5;1025.7;;;1024.5;0.9;3.7;3.2;13.3;3.6;13;0;0;0;0;117;264;;;;502;100;0.6;0;236;13.9;5.9;-0.7;;;
LUZ;05.11.2025 00:00;6.1;13.4;1.7;4.1;17.3;-1.8;82.8;7.7;966.3;1021.2;;;1020.1;1;3.3;3.6;11.9;3.2;11.5;0;0;0;0;115;262;;;;499;100;0.6;0;252;13.9;5.9;-0.7;;;
LUZ;06.11.2025 00:00;5.3;11.7;1.4;4;15.4;-2.5;90.5;8;959.3;1014;;;1012.9;1.1;4.5;4;16.2;4.4;15.8;0;0;0;0;100;276;;;;267;54;0.5;0;18;14.7;6.7;-0.3;;;
LUZ;07.11.2025 00:00;5.1;8.8;3.2;5.4;11.6;2.7;96.8;8.5;958.8;1013.5;;;1012.3;0.9;3.4;3.2;12.2;3.3;11.9;0;0;0;0;54;320;;;;169;34;0.4;0;349;14.9;6.9;-0.1;;;
LUZ;08.11.2025 00:00;5.1;7.8;3.7;5.7;12.4;2.2;94.9;8.3;961.7;1016.6;;;1015.4;1.1;4.5;4;16.2;4.4;15.8;0;0;0;0;74;316;;;;210;43;0.4;0;329;14.9;6.9;-0.1;;;
LUZ;09.11.2025 00:00;7.5;11.3;4;6.9;13.4;2.7;87.7;9.1;965.1;1019.7;;;1018.9;0.7;2.8;2.5;10.1;2.7;9.7;0;0.8;0.8;0;48;324;;;;8;2;0.5;0;180;12.5;4.5;0.7;;;
LUZ;10.11.2025 00:00;6.8;9.4;4.5;5.6;12.7;1;90.6;8.9;963;1017.6;;;1016.7;0.9;3.6;3.2;13;3.4;12.2;0;0;0;0;60;305;;;;123;26;0.4;0;315;13.2;5.2;-0.2;;;
LUZ;11.11.2025 00:00;7.1;13.6;3.3;5.2;17.1;-0.7;82.4;8.2;964.1;1018.7;;;1017.9;0.9;3.7;3.2;13.3;3.7;13.3;0;0;0;0;94;279;;;;437;93;0.5;0;225;12.9;4.9;-0.6;;;
LUZ;12.11.2025 00:00;6.2;13.2;1.8;3.9;14.9;-2.2;83.8;7.9;964.5;1019.3;;;1018.3;0.9;4.8;3.2;17.3;4.7;16.9;0;0;0;0;91;273;;;;419;89;0.5;0;243;13.8;5.8;-0.5;;;
LUZ;13.11.2025 00:00;8.1;16;2.6;5.7;18.8;-0.9;78;8.2;964.4;1018.8;;;1018.2;0.8;2.9;2.9;10.4;2.8;10.1;0;0;0;0;91;287;;;;426;92;0.5;0;236;11.9;3.9;-0.7;;;
LUZ;14.11.2025 00:00;9.2;14.6;3.3;7.2;16.4;-0.1;79.2;9.2;958.9;1012.8;;;1012.5;1.1;4.1;4;14.8;4;14.4;0;0;0;0;70;309;;;;113;25;0.6;0;14;10.8;2.8;-0.3;;;
LUZ;15.11.2025 00:00;12;17.8;6.4;10.5;20.9;2.6;71.1;9.7;957.6;1010.8;;;1011.1;1.3;12.6;4.7;45.4;12.2;43.9;0;0;0;0;91;318;;;;396;87;0.7;0;323;8;0;-0.8;;;
LUZ;16.11.2025 00:00;8.8;11.3;5.7;7.1;11.6;2.4;87.5;9.9;955.3;1009.1;;;1008.7;1.6;14.4;5.8;51.8;14.2;51.1;0;0.4;0;0;31;322;;;;0;0;0.5;0;135;11.2;3.2;-0.1;;;
LUZ;17.11.2025 00:00;6.2;9.6;3;5;9.1;1.5;89.5;8.6;958.7;1013.2;;;1012.2;1.4;10;5;36;9.6;34.6;0;16.5;16.9;0;11;323;;;;0;0;0.5;0;300;13.8;5.8;16.8;;;
LUZ;18.11.2025 00:00;1.5;4.1;-1.9;-0.2;7;-5.1;81.8;5.5;965.3;1021.1;;;1019.1;1.3;4.6;4.7;16.6;4.4;15.8;0;0;0;0;50;264;;;;51;11;0.4;0;302;18.5;10.5;-0.2;;;
LUZ;19.11.2025 00:00;1.3;5;-2.8;-0.9;6.3;-6.3;77;5.1;956.8;1012.1;;;1010.2;1.3;4.4;4.7;15.8;4.3;15.5;0;0.5;0;0;73;253;;;;273;61;0.4;0;225;18.7;10.7;-0.5;;;
LUZ;20.11.2025 00:00;2.6;5.8;0.8;1.7;9.5;-0.8;77.9;5.7;957.2;1012.3;;;1010.6;2.2;12.1;7.9;43.6;11.5;41.4;0;2.3;0.5;0;50;287;;;;90;20;0.6;0;264;17.4;9.4;0.3;;;
LUZ;21.11.2025 00:00;-0.2;1;-1;-0.8;0.3;-1.9;86.8;5.2;963.7;1019.8;;;1017.4;1.8;7.9;6.5;28.4;7.7;27.7;0;1.8;4.1;4;24;300;;;;0;0;0.4;0;310;20.2;12.2;4;;;
LUZ;22.11.2025 00:00;-2.2;0;-5.8;-4;1.2;-10.2;77.9;4;970.3;1027.2;;;1024.3;1.7;7;6.1;25.2;6.9;24.8;0;0;0;0;39;253;;;;8;2;0.4;0;302;22.2;14.2;-0.1;;;
LUZ;23.11.2025 00:00;-2.4;1.1;-7.3;-3.9;0.9;-11.3;80;4.2;960.7;1017.1;;;1014.3;0.9;4.9;3.2;17.6;4.8;17.3;0;10.1;1.6;0;60;262;;;;148;34;0.2;0;270;22.4;14.4;1.3;;;
LUZ;24.11.2025 00:00;3.1;5;0.5;2.6;4.8;0.1;96.8;7.4;948;1002.5;;;1001;1;8.2;3.6;29.5;8;28.8;0;20.8;29.1;0;12;328;;;;0;0;0.3;0;214;16.9;8.9;29.1;;;
