"CubeId";"gdpap"
"PublishingDate";"2025-11-21 09:00"

"Date";"D0";"D1";"Value"
"1980-Q1";"WMF";"PHPOE";"29487.04115486"
"1980-Q1";"WMF";"S";"4786.57714573"
"1980-Q1";"WMF";"T0";"34273.61830059"
"1980-Q1";"WMF";"B";"6101.32195735"
"1980-Q1";"WMF";"A";"9335.30174324"
"1980-Q1";"WMF";"T1";"15436.62370059"
"1980-Q1";"WMF";"T2";"17531.76501136"
"1980-Q1";"WMF";"WG0";"12446.21353581"
"1980-Q1";"WMF";"D0";"5460.44635945"
"1980-Q1";"WMF";"D0S";"5460.44635945"
"1980-Q1";"WMF";"T3";"22992.21137081"
"1980-Q1";"WMF";"T3S";"22992.21137081"
"1980-Q1";"WMF";"T4";"22485.27229795"
"1980-Q1";"WMF";"WG1";"15425.85444945"
"1980-Q1";"WMF";"D2";"4142.25757675"
"1980-Q1";"WMF";"D2S";"4142.25757675"
"1980-Q1";"WMF";"T5";"26627.5298747"
"1980-Q1";"WMF";"T5S";"26627.5298747"
"1980-Q1";"WMF";"BBIP";"50870.61803883"
"1980-Q1";"WMF";"BBIPS";"50870.61803883"
"1980-Q1";"VVP";"PHPOE";
"1980-Q1";"VVP";"S";
"1980-Q1";"VVP";"T0";
"1980-Q1";"VVP";"B";
"1980-Q1";"VVP";"A";
"1980-Q1";"VVP";"T1";
"1980-Q1";"VVP";"T2";
"1980-Q1";"VVP";"WG0";
"1980-Q1";"VVP";"D0";
"1980-Q1";"VVP";"D0S";
"1980-Q1";"VVP";"T3";
"1980-Q1";"VVP";"T3S";
"1980-Q1";"VVP";"T4";
"1980-Q1";"VVP";"WG1";
"1980-Q1";"VVP";"D2";
"1980-Q1";"VVP";"D2S";
"1980-Q1";"VVP";"T5";
"1980-Q1";"VVP";"T5S";
"1980-Q1";"VVP";"BBIP";
"1980-Q1";"VVP";"BBIPS";
"1980-Q2";"WMF";"PHPOE";"29775.80557045"
"1980-Q2";"WMF";"S";"4910.74174544"
"1980-Q2";"WMF";"T0";"34686.54731589"
"1980-Q2";"WMF";"B";"6412.51948686"
"1980-Q2";"WMF";"A";"9142.55150874"
"1980-Q2";"WMF";"T1";"15555.0709956"
"1980-Q2";"WMF";"T2";"17337.4279797"
"1980-Q2";"WMF";"WG0";"12340.08852753"
"1980-Q2";"WMF";"D0";"5590.5019704"
"1980-Q2";"WMF";"D0S";"5590.5019704"
"1980-Q2";"WMF";"T3";"22927.92995011"
"1980-Q2";"WMF";"T3S";"22927.92995011"
"1980-Q2";"WMF";"T4";"19857.22542272"
"1980-Q2";"WMF";"WG1";"14832.73555948"
"1980-Q2";"WMF";"D2";"4244.67557595"
"1980-Q2";"WMF";"D2S";"4244.67557595"
"1980-Q2";"WMF";"T5";"24101.90099867"
"1980-Q2";"WMF";"T5S";"24101.90099867"
"1980-Q2";"WMF";"BBIP";"51589.14462143"
"1980-Q2";"WMF";"BBIPS";"51589.14462143"
"1980-Q2";"VVP";"PHPOE";"0.97929261"
"1980-Q2";"VVP";"S";"2.59401647"
"1980-Q2";"VVP";"T0";"1.20480135"
"1980-Q2";"VVP";"B";"5.10049349"
"1980-Q2";"VVP";"A";"-2.06474563"
"1980-Q2";"VVP";"T1";"0.76731348"
"1980-Q2";"VVP";"T2";"-1.10848526"
"1980-Q2";"VVP";"WG0";"-0.85266903"
"1980-Q2";"VVP";"D0";"2.38177618"
"1980-Q2";"VVP";"D0S";"2.38177618"
"1980-Q2";"VVP";"T3";"-0.27957911"
"1980-Q2";"VVP";"T3S";"-0.27957911"
"1980-Q2";"VVP";"T4";"-11.68785879"
"1980-Q2";"VVP";"WG1";"-3.8449662"
"1980-Q2";"VVP";"D2";"2.47251643"
"1980-Q2";"VVP";"D2S";"2.47251643"
"1980-Q2";"VVP";"T5";"-9.4850288"
"1980-Q2";"VVP";"T5S";"-9.4850288"
"1980-Q2";"VVP";"BBIP";"1.41245892"
"1980-Q2";"VVP";"BBIPS";"1.41245892"
"1980-Q3";"WMF";"PHPOE";"30208.05285671"
"1980-Q3";"WMF";"S";"5012.6780109"
"1980-Q3";"WMF";"T0";"35220.73086761"
"1980-Q3";"WMF";"B";"6674.8623027"
"1980-Q3";"WMF";"A";"9397.73860326"
"1980-Q3";"WMF";"T1";"16072.60090596"
"1980-Q3";"WMF";"T2";"18305.46971225"
"1980-Q3";"WMF";"WG0";"12425.07925661"
"1980-Q3";"WMF";"D0";"5722.37697143"
"1980-Q3";"WMF";"D0S";"5722.37697143"
"1980-Q3";"WMF";"T3";"24027.84668368"
"1980-Q3";"WMF";"T3S";"24027.84668368"
"1980-Q3";"WMF";"T4";"20074.95788553"
"1980-Q3";"WMF";"WG1";"15226.08782343"
"1980-Q3";"WMF";"D2";"4346.53443511"
"1980-Q3";"WMF";"D2S";"4346.53443511"
"1980-Q3";"WMF";"T5";"24421.49232063"
"1980-Q3";"WMF";"T5S";"24421.49232063"
"1980-Q3";"WMF";"BBIP";"52513.46582129"
"1980-Q3";"WMF";"BBIPS";"52513.46582129"
"1980-Q3";"VVP";"PHPOE";"1.45167285"
"1980-Q3";"VVP";"S";"2.07578143"
"1980-Q3";"VVP";"T0";"1.54003091"
"1980-Q3";"VVP";"B";"4.0911036"
"1980-Q3";"VVP";"A";"2.79120215"
"1980-Q3";"VVP";"T1";"3.32708163"
"1980-Q3";"VVP";"T2";"5.58353715"
"1980-Q3";"VVP";"WG0";"0.68873679"
"1980-Q3";"VVP";"D0";"2.35891163"
"1980-Q3";"VVP";"D0S";"2.35891163"
"1980-Q3";"VVP";"T3";"4.79727885"
"1980-Q3";"VVP";"T3S";"4.79727885"
"1980-Q3";"VVP";"T4";"1.09648986"
"1980-Q3";"VVP";"WG1";"2.65191989"
"1980-Q3";"VVP";"D2";"2.39968538"
"1980-Q3";"VVP";"D2S";"2.39968538"
"1980-Q3";"VVP";"T5";"1.32600048"
"1980-Q3";"VVP";"T5S";"1.32600048"
"1980-Q3";"VVP";"BBIP";"1.79169708"
"1980-Q3";"VVP";"BBIPS";"1.79169708"
"1980-Q4";"WMF";"PHPOE";"30664.65078072"
"1980-Q4";"WMF";"S";"5114.52795534"
"1980-Q4";"WMF";"T0";"35779.17873606"
"1980-Q4";"WMF";"B";"6902.8826373"
"1980-Q4";"WMF";"A";"9547.89281308"
"1980-Q4";"WMF";"T1";"16450.77545038"
"1980-Q4";"WMF";"T2";"18861.47954908"
"1980-Q4";"WMF";"WG0";"12897.16093245"
"1980-Q4";"WMF";"D0";"5879.84427535"
"1980-Q4";"WMF";"D0S";"5879.84427535"
"1980-Q4";"WMF";"T3";"24741.32382443"
"1980-Q4";"WMF";"T3S";"24741.32382443"
"1980-Q4";"WMF";"T4";"20561.04831452"
"1980-Q4";"WMF";"WG1";"15266.82766836"
"1980-Q4";"WMF";"D2";"4474.12324007"
"1980-Q4";"WMF";"D2S";"4474.12324007"
"1980-Q4";"WMF";"T5";"25035.17155459"
"1980-Q4";"WMF";"T5S";"25035.17155459"
"1980-Q4";"WMF";"BBIP";"53339.75201812"
"1980-Q4";"WMF";"BBIPS";"53339.75201812"
"1980-Q4";"VVP";"PHPOE";"1.51151061"
"1980-Q4";"VVP";"S";"2.03184693"
"1980-Q4";"VVP";"T0";"1.58556582"
"1980-Q4";"VVP";"B";"3.41610545"
"1980-Q4";"VVP";"A";"1.59776959"
"1980-Q4";"VVP";"T1";"2.35291442"
"1980-Q4";"VVP";"T2";"3.03739727"
"1980-Q4";"VVP";"WG0";"3.79942587"
"1980-Q4";"VVP";"D0";"2.75178138"
"1980-Q4";"VVP";"D0S";"2.75178138"
"1980-Q4";"VVP";"T3";"2.96937612"
"1980-Q4";"VVP";"T3S";"2.96937612"
"1980-Q4";"VVP";"T4";"2.42137708"
"1980-Q4";"VVP";"WG1";"0.26756607"
"1980-Q4";"VVP";"D2";"2.93541457"
"1980-Q4";"VVP";"D2S";"2.93541457"
"1980-Q4";"VVP";"T5";"2.51286541"
"1980-Q4";"VVP";"T5S";"2.51286541"
"1980-Q4";"VVP";"BBIP";"1.57347489"
"1980-Q4";"VVP";"BBIPS";"1.57347489"
"1981-Q1";"WMF";"PHPOE";"31146.354697"
"1981-Q1";"WMF";"S";"5231.72201011"
"1981-Q1";"WMF";"T0";"36378.07670711"
"1981-Q1";"WMF";"B";"7165.2795033"
"1981-Q1";"WMF";"A";"9604.70025218"
"1981-Q1";"WMF";"T1";"16769.97975548"
"1981-Q1";"WMF";"T2";"19365.09398901"
"1981-Q1";"WMF";"WG0";"13237.49973979"
"1981-Q1";"WMF";"D0";"6032.21773447"
"1981-Q1";"WMF";"D0S";"6032.21773447"
"1981-Q1";"WMF";"T3";"25397.31172347"
"1981-Q1";"WMF";"T3S";"25397.31172347"
"1981-Q1";"WMF";"T4";"20948.61278881"
"1981-Q1";"WMF";"WG1";"15225.61604412"
"1981-Q1";"WMF";"D2";"4621.97524426"
"1981-Q1";"WMF";"D2S";"4621.97524426"
"1981-Q1";"WMF";"T5";"25570.58803307"
"1981-Q1";"WMF";"T5S";"25570.58803307"
"1981-Q1";"WMF";"BBIP";"54375.81605539"
"1981-Q1";"WMF";"BBIPS";"54375.81605539"
"1981-Q1";"VVP";"PHPOE";"1.5708769"
"1981-Q1";"VVP";"S";"2.29139533"
"1981-Q1";"VVP";"T0";"1.67387288"
"1981-Q1";"VVP";"B";"3.80126506"
"1981-Q1";"VVP";"A";"0.59497357"
"1981-Q1";"VVP";"T1";"1.94036023"
"1981-Q1";"VVP";"T2";"2.67006858"
"1981-Q1";"VVP";"WG0";"2.6388661"
"1981-Q1";"VVP";"D0";"2.59145399"
"1981-Q1";"VVP";"D0S";"2.59145399"
"1981-Q1";"VVP";"T3";"2.65138561"
"1981-Q1";"VVP";"T3S";"2.65138561"
"1981-Q1";"VVP";"T4";"1.88494511"
"1981-Q1";"VVP";"WG1";"-0.26994229"
"1981-Q1";"VVP";"D2";"3.30460285"
"1981-Q1";"VVP";"D2S";"3.30460285"
"1981-Q1";"VVP";"T5";"2.13865712"
"1981-Q1";"VVP";"T5S";"2.13865712"
"1981-Q1";"VVP";"BBIP";"1.9423863"
"1981-Q1";"VVP";"BBIPS";"1.9423863"
"1981-Q2";"WMF";"PHPOE";"31936.46611929"
"1981-Q2";"WMF";"S";"5359.58388985"
"1981-Q2";"WMF";"T0";"37296.05000914"
"1981-Q2";"WMF";"B";"7308.92426305"
"1981-Q2";"WMF";"A";"9760.54994606"
"1981-Q2";"WMF";"T1";"17069.47420911"
"1981-Q2";"WMF";"T2";"19705.39687205"
"1981-Q2";"WMF";"WG0";"13562.62215319"
"1981-Q2";"WMF";"D0";"6254.34481569"
"1981-Q2";"WMF";"D0S";"6254.34481569"
"1981-Q2";"WMF";"T3";"25959.74168774"
"1981-Q2";"WMF";"T3S";"25959.74168774"
"1981-Q2";"WMF";"T4";"20469.80107732"
"1981-Q2";"WMF";"WG1";"15367.12979479"
"1981-Q2";"WMF";"D2";"4746.60820295"
"1981-Q2";"WMF";"D2S";"4746.60820295"
"1981-Q2";"WMF";"T5";"25216.40928027"
"1981-Q2";"WMF";"T5S";"25216.40928027"
"1981-Q2";"WMF";"BBIP";"55376.64529778"
"1981-Q2";"WMF";"BBIPS";"55376.64529778"
"1981-Q2";"VVP";"PHPOE";"2.53677013"
"1981-Q2";"VVP";"S";"2.44397312"
"1981-Q2";"VVP";"T0";"2.5234245"
"1981-Q2";"VVP";"B";"2.00473352"
"1981-Q2";"VVP";"A";"1.62263985"
"1981-Q2";"VVP";"T1";"1.78589633"
"1981-Q2";"VVP";"T2";"1.75730045"
"1981-Q2";"VVP";"WG0";"2.45607116"
"1981-Q2";"VVP";"D0";"3.68234522"
"1981-Q2";"VVP";"D0S";"3.68234522"
"1981-Q2";"VVP";"T3";"2.21452558"
"1981-Q2";"VVP";"T3S";"2.21452558"
"1981-Q2";"VVP";"T4";"-2.28564877"
"1981-Q2";"VVP";"WG1";"0.92944516"
"1981-Q2";"VVP";"D2";"2.69653021"
"1981-Q2";"VVP";"D2S";"2.69653021"
"1981-Q2";"VVP";"T5";"-1.3851021"
"1981-Q2";"VVP";"T5S";"-1.3851021"
"1981-Q2";"VVP";"BBIP";"1.84057788"
"1981-Q2";"VVP";"BBIPS";"1.84057788"
"1981-Q3";"WMF";"PHPOE";"32518.73048415"
"1981-Q3";"WMF";"S";"5462.21133856"
"1981-Q3";"WMF";"T0";"37980.94182271"
"1981-Q3";"WMF";"B";"7399.7661617"
"1981-Q3";"WMF";"A";"10313.17129045"
"1981-Q3";"WMF";"T1";"17712.93745215"
"1981-Q3";"WMF";"T2";"21316.60498942"
"1981-Q3";"WMF";"WG0";"14168.6282982"
"1981-Q3";"WMF";"D0";"6490.30088491"
"1981-Q3";"WMF";"D0S";"6490.30088491"
"1981-Q3";"WMF";"T3";"27806.90587433"
"1981-Q3";"WMF";"T3S";"27806.90587433"
"1981-Q3";"WMF";"T4";"23587.17692025"
"1981-Q3";"WMF";"WG1";"16198.43599463"
"1981-Q3";"WMF";"D2";"4845.25860164"
"1981-Q3";"WMF";"D2S";"4845.25860164"
"1981-Q3";"WMF";"T5";"28432.4355219"
"1981-Q3";"WMF";"T5S";"28432.4355219"
"1981-Q3";"WMF";"BBIP";"56529.1029686"
"1981-Q3";"WMF";"BBIPS";"56529.1029686"
"1981-Q3";"VVP";"PHPOE";"1.82319598"
"1981-Q3";"VVP";"S";"1.91483986"
"1981-Q3";"VVP";"T0";"1.83636555"
"1981-Q3";"VVP";"B";"1.24289014"
"1981-Q3";"VVP";"A";"5.66178491"
"1981-Q3";"VVP";"T1";"3.76967231"
"1981-Q3";"VVP";"T2";"8.17648144"
"1981-Q3";"VVP";"WG0";"4.46820783"
"1981-Q3";"VVP";"D0";"3.77267446"
"1981-Q3";"VVP";"D0S";"3.77267446"
"1981-Q3";"VVP";"T3";"7.11549525"
"1981-Q3";"VVP";"T3S";"7.11549525"
"1981-Q3";"VVP";"T4";"15.22914576"
"1981-Q3";"VVP";"WG1";"5.4096387"
"1981-Q3";"VVP";"D2";"2.07833456"
"1981-Q3";"VVP";"D2S";"2.07833456"
"1981-Q3";"VVP";"T5";"12.75370417"
"1981-Q3";"VVP";"T5S";"12.75370417"
"1981-Q3";"VVP";"BBIP";"2.08112583"
"1981-Q3";"VVP";"BBIPS";"2.08112583"
"1981-Q4";"WMF";"PHPOE";"32909.7011506"
"1981-Q4";"WMF";"S";"5586.43939071"
"1981-Q4";"WMF";"T0";"38496.14054131"
"1981-Q4";"WMF";"B";"7310.01724819"
"1981-Q4";"WMF";"A";"9990.288851"
"1981-Q4";"WMF";"T1";"17300.30609919"
"1981-Q4";"WMF";"T2";"20062.98486057"
"1981-Q4";"WMF";"WG0";"13809.83051986"
"1981-Q4";"WMF";"D0";"6653.55690376"
"1981-Q4";"WMF";"D0S";"6653.55690376"
"1981-Q4";"WMF";"T3";"26716.54176432"
"1981-Q4";"WMF";"T3S";"26716.54176432"
"1981-Q4";"WMF";"T4";"21619.35760092"
"1981-Q4";"WMF";"WG1";"15467.85320778"
"1981-Q4";"WMF";"D2";"4901.2395389"
"1981-Q4";"WMF";"D2S";"4901.2395389"
"1981-Q4";"WMF";"T5";"26520.59713983"
"1981-Q4";"WMF";"T5S";"26520.59713983"
"1981-Q4";"WMF";"BBIP";"57563.97418297"
"1981-Q4";"WMF";"BBIPS";"57563.97418297"
"1981-Q4";"VVP";"PHPOE";"1.20229376"
"1981-Q4";"VVP";"S";"2.27431794"
"1981-Q4";"VVP";"T0";"1.35646641"
"1981-Q4";"VVP";"B";"-1.21286148"
"1981-Q4";"VVP";"A";"-3.13077743"
"1981-Q4";"VVP";"T1";"-2.32954785"
"1981-Q4";"VVP";"T2";"-5.88095585"
"1981-Q4";"VVP";"WG0";"-2.53233955"
"1981-Q4";"VVP";"D0";"2.51538444"
"1981-Q4";"VVP";"D0S";"2.51538444"
"1981-Q4";"VVP";"T3";"-3.92119898"
"1981-Q4";"VVP";"T3S";"-3.92119898"
"1981-Q4";"VVP";"T4";"-8.3427505"
"1981-Q4";"VVP";"WG1";"-4.51020572"
"1981-Q4";"VVP";"D2";"1.15537563"
"1981-Q4";"VVP";"D2S";"1.15537563"
"1981-Q4";"VVP";"T5";"-6.72414567"
"1981-Q4";"VVP";"T5S";"-6.72414567"
"1981-Q4";"VVP";"BBIP";"1.83068749"
"1981-Q4";"VVP";"BBIPS";"1.83068749"
"1982-Q1";"WMF";"PHPOE";"33147.05742982"
"1982-Q1";"WMF";"S";"5716.8186843"
"1982-Q1";"WMF";"T0";"38863.87611412"
"1982-Q1";"WMF";"B";"7407.4331074"
"1982-Q1";"WMF";"A";"9706.33393183"
"1982-Q1";"WMF";"T1";"17113.76703923"
"1982-Q1";"WMF";"T2";"18534.36354864"
"1982-Q1";"WMF";"WG0";"13596.39354769"
"1982-Q1";"WMF";"D0";"6844.5938551"
"1982-Q1";"WMF";"D0S";"6844.5938551"
"1982-Q1";"WMF";"T3";"25378.95740373"
"1982-Q1";"WMF";"T3S";"25378.95740373"
"1982-Q1";"WMF";"T4";"20324.68069907"
"1982-Q1";"WMF";"WG1";"14747.84618107"
"1982-Q1";"WMF";"D2";"4924.37660624"
"1982-Q1";"WMF";"D2S";"4924.37660624"
"1982-Q1";"WMF";"T5";"25249.05730531"
"1982-Q1";"WMF";"T5S";"25249.05730531"
"1982-Q1";"WMF";"BBIP";"58319.83804317"
"1982-Q1";"WMF";"BBIPS";"58319.83804317"
"1982-Q1";"VVP";"PHPOE";"0.72123499"
"1982-Q1";"VVP";"S";"2.33385318"
"1982-Q1";"VVP";"T0";"0.95525309"
"1982-Q1";"VVP";"B";"1.33263515"
"1982-Q1";"VVP";"A";"-2.8423094"
"1982-Q1";"VVP";"T1";"-1.07824138"
"1982-Q1";"VVP";"T2";"-7.61911212"
"1982-Q1";"VVP";"WG0";"-1.54554375"
"1982-Q1";"VVP";"D0";"2.87120038"
"1982-Q1";"VVP";"D0S";"2.87120038"
"1982-Q1";"VVP";"T3";"-5.00657747"
"1982-Q1";"VVP";"T3S";"-5.00657747"
"1982-Q1";"VVP";"T4";"-5.98850773"
"1982-Q1";"VVP";"WG1";"-4.65486074"
"1982-Q1";"VVP";"D2";"0.47206563"
"1982-Q1";"VVP";"D2S";"0.47206563"
"1982-Q1";"VVP";"T5";"-4.79453697"
"1982-Q1";"VVP";"T5S";"-4.79453697"
"1982-Q1";"VVP";"BBIP";"1.31308491"
"1982-Q1";"VVP";"BBIPS";"1.31308491"
"1982-Q2";"WMF";"PHPOE";"33889.95532681"
"1982-Q2";"WMF";"S";"5822.18292346"
"1982-Q2";"WMF";"T0";"39712.13825027"
"1982-Q2";"WMF";"B";"7324.9607457"
"1982-Q2";"WMF";"A";"9909.59977067"
"1982-Q2";"WMF";"T1";"17234.56051637"
"1982-Q2";"WMF";"T2";"17986.39735076"
"1982-Q2";"WMF";"WG0";"13681.92556179"
"1982-Q2";"WMF";"D0";"7030.66892243"
"1982-Q2";"WMF";"D0S";"7030.66892243"
"1982-Q2";"WMF";"T3";"25017.06627319"
"1982-Q2";"WMF";"T3S";"25017.06627319"
"1982-Q2";"WMF";"T4";"20351.40957046"
"1982-Q2";"WMF";"WG1";"14861.5878344"
"1982-Q2";"WMF";"D2";"5043.75373473"
"1982-Q2";"WMF";"D2S";"5043.75373473"
"1982-Q2";"WMF";"T5";"25395.16330519"
"1982-Q2";"WMF";"T5S";"25395.16330519"
"1982-Q2";"WMF";"BBIP";"59218.77803618"
"1982-Q2";"WMF";"BBIPS";"59218.77803618"
"1982-Q2";"VVP";"PHPOE";"2.24121824"
"1982-Q2";"VVP";"S";"1.84305721"
"1982-Q2";"VVP";"T0";"2.18264934"
"1982-Q2";"VVP";"B";"-1.11337302"
"1982-Q2";"VVP";"A";"2.09415666"
"1982-Q2";"VVP";"T1";"0.70582635"
"1982-Q2";"VVP";"T2";"-2.9564878"
"1982-Q2";"VVP";"WG0";"0.62907869"
"1982-Q2";"VVP";"D0";"2.71856989"
"1982-Q2";"VVP";"D0S";"2.71856989"
"1982-Q2";"VVP";"T3";"-1.42594956"
"1982-Q2";"VVP";"T3S";"-1.42594956"
"1982-Q2";"VVP";"T4";"0.13150943"
"1982-Q2";"VVP";"WG1";"0.77124247"
"1982-Q2";"VVP";"D2";"2.42420794"
"1982-Q2";"VVP";"D2S";"2.42420794"
"1982-Q2";"VVP";"T5";"0.57865923"
"1982-Q2";"VVP";"T5S";"0.57865923"
"1982-Q2";"VVP";"BBIP";"1.54139659"
"1982-Q2";"VVP";"BBIPS";"1.54139659"
"1982-Q3";"WMF";"PHPOE";"34464.24869039"
"1982-Q3";"WMF";"S";"5910.16084857"
"1982-Q3";"WMF";"T0";"40374.40953896"
"1982-Q3";"WMF";"B";"7327.37255014"
"1982-Q3";"WMF";"A";"10045.8410014"
"1982-Q3";"WMF";"T1";"17373.21355154"
"1982-Q3";"WMF";"T2";"18706.40148939"
"1982-Q3";"WMF";"WG0";"13329.46131214"
"1982-Q3";"WMF";"D0";"7227.6434052"
"1982-Q3";"WMF";"D0S";"7227.6434052"
"1982-Q3";"WMF";"T3";"25934.04489459"
"1982-Q3";"WMF";"T3S";"25934.04489459"
"1982-Q3";"WMF";"T4";"20982.05517976"
"1982-Q3";"WMF";"WG1";"14716.70140926"
"1982-Q3";"WMF";"D2";"5108.11591148"
"1982-Q3";"WMF";"D2S";"5108.11591148"
"1982-Q3";"WMF";"T5";"26090.17109124"
"1982-Q3";"WMF";"T5S";"26090.17109124"
"1982-Q3";"WMF";"BBIP";"59558.12480522"
"1982-Q3";"WMF";"BBIPS";"59558.12480522"
"1982-Q3";"VVP";"PHPOE";"1.69458283"
"1982-Q3";"VVP";"S";"1.51108143"
"1982-Q3";"VVP";"T0";"1.66767975"
"1982-Q3";"VVP";"B";"0.03292583"
"1982-Q3";"VVP";"A";"1.3748409"
"1982-Q3";"VVP";"T1";"0.80450578"
"1982-Q3";"VVP";"T2";"4.00304811"
"1982-Q3";"VVP";"WG0";"-2.57613044"
"1982-Q3";"VVP";"D0";"2.8016464"
"1982-Q3";"VVP";"D0S";"2.8016464"
"1982-Q3";"VVP";"T3";"3.66541229"
"1982-Q3";"VVP";"T3S";"3.66541229"
"1982-Q3";"VVP";"T4";"3.09878098"
"1982-Q3";"VVP";"WG1";"-0.97490542"
"1982-Q3";"VVP";"D2";"1.27607691"
"1982-Q3";"VVP";"D2S";"1.27607691"
"1982-Q3";"VVP";"T5";"2.73677227"
"1982-Q3";"VVP";"T5S";"2.73677227"
"1982-Q3";"VVP";"BBIP";"0.57303913"
"1982-Q3";"VVP";"BBIPS";"0.57303913"
"1982-Q4";"WMF";"PHPOE";"34792.4711896"
"1982-Q4";"WMF";"S";"6055.94309865"
"1982-Q4";"WMF";"T0";"40848.41428825"
"1982-Q4";"WMF";"B";"7517.64803268"
"1982-Q4";"WMF";"A";"9981.97677949"
"1982-Q4";"WMF";"T1";"17499.62481217"
"1982-Q4";"WMF";"T2";"19432.56935615"
"1982-Q4";"WMF";"WG0";"13876.85132332"
"1982-Q4";"WMF";"D0";"7339.70947649"
"1982-Q4";"WMF";"D0S";"7339.70947649"
"1982-Q4";"WMF";"T3";"26772.27883264"
"1982-Q4";"WMF";"T3S";"26772.27883264"
"1982-Q4";"WMF";"T4";"21025.03829447"
"1982-Q4";"WMF";"WG1";"15328.19425903"
"1982-Q4";"WMF";"D2";"5147.13888114"
"1982-Q4";"WMF";"D2S";"5147.13888114"
"1982-Q4";"WMF";"T5";"26172.17717561"
"1982-Q4";"WMF";"T5S";"26172.17717561"
"1982-Q4";"WMF";"BBIP";"59956.4404308"
"1982-Q4";"WMF";"BBIPS";"59956.4404308"
"1982-Q4";"VVP";"PHPOE";"0.95235646"
"1982-Q4";"VVP";"S";"2.46663761"
"1982-Q4";"VVP";"T0";"1.17402274"
"1982-Q4";"VVP";"B";"2.59677642"
"1982-Q4";"VVP";"A";"-0.63572798"
"1982-Q4";"VVP";"T1";"0.72762164"
"1982-Q4";"VVP";"T2";"3.88192174"
"1982-Q4";"VVP";"WG0";"4.10661765"
"1982-Q4";"VVP";"D0";"1.5505202"
"1982-Q4";"VVP";"D0S";"1.5505202"
"1982-Q4";"VVP";"T3";"3.23217586"
"1982-Q4";"VVP";"T3S";"3.23217586"
"1982-Q4";"VVP";"T4";"0.20485655"
"1982-Q4";"VVP";"WG1";"4.15509449"
"1982-Q4";"VVP";"D2";"0.76394057"
"1982-Q4";"VVP";"D2S";"0.76394057"
"1982-Q4";"VVP";"T5";"0.31431792"
"1982-Q4";"VVP";"T5S";"0.31431792"
"1982-Q4";"VVP";"BBIP";"0.6687847"
"1982-Q4";"VVP";"BBIPS";"0.6687847"
"1983-Q1";"WMF";"PHPOE";"35291.18410751"
"1983-Q1";"WMF";"S";"6117.32318463"
"1983-Q1";"WMF";"T0";"41408.50729214"
"1983-Q1";"WMF";"B";"7562.45511607"
"1983-Q1";"WMF";"A";"10286.84408923"
"1983-Q1";"WMF";"T1";"17849.2992053"
"1983-Q1";"WMF";"T2";"18041.96047855"
"1983-Q1";"WMF";"WG0";"13549.37587598"
"1983-Q1";"WMF";"D0";"7412.32097535"
"1983-Q1";"WMF";"D0S";"7412.32097535"
"1983-Q1";"WMF";"T3";"25454.28145391"
"1983-Q1";"WMF";"T3S";"25454.28145391"
"1983-Q1";"WMF";"T4";"21423.63779149"
"1983-Q1";"WMF";"WG1";"15335.22851893"
"1983-Q1";"WMF";"D2";"5172.90288868"
"1983-Q1";"WMF";"D2S";"5172.90288868"
"1983-Q1";"WMF";"T5";"26596.54068017"
"1983-Q1";"WMF";"T5S";"26596.54068017"
"1983-Q1";"WMF";"BBIP";"60303.40102992"
"1983-Q1";"WMF";"BBIPS";"60303.40102992"
"1983-Q1";"VVP";"PHPOE";"1.43339321"
"1983-Q1";"VVP";"S";"1.01355123"
"1983-Q1";"VVP";"T0";"1.37114993"
"1983-Q1";"VVP";"B";"0.59602529"
"1983-Q1";"VVP";"A";"3.05417771"
"1983-Q1";"VVP";"T1";"1.99818223"
"1983-Q1";"VVP";"T2";"-7.15607315"
"1983-Q1";"VVP";"WG0";"-2.35986853"
"1983-Q1";"VVP";"D0";"0.98929663"
"1983-Q1";"VVP";"D0S";"0.98929663"
"1983-Q1";"VVP";"T3";"-4.92299287"
"1983-Q1";"VVP";"T3S";"-4.92299287"
"1983-Q1";"VVP";"T4";"1.89583244"
"1983-Q1";"VVP";"WG1";"0.04589099"
"1983-Q1";"VVP";"D2";"0.50055008"
"1983-Q1";"VVP";"D2S";"0.50055008"
"1983-Q1";"VVP";"T5";"1.62142989"
"1983-Q1";"VVP";"T5S";"1.62142989"
"1983-Q1";"VVP";"BBIP";"0.57868779"
"1983-Q1";"VVP";"BBIPS";"0.57868779"
"1983-Q2";"WMF";"PHPOE";"35282.08536231"
"1983-Q2";"WMF";"S";"6207.15036289"
"1983-Q2";"WMF";"T0";"41489.2357252"
"1983-Q2";"WMF";"B";"7722.30649023"
"1983-Q2";"WMF";"A";"10488.36843872"
"1983-Q2";"WMF";"T1";"18210.67492894"
"1983-Q2";"WMF";"T2";"18101.28086303"
"1983-Q2";"WMF";"WG0";"13774.87847407"
"1983-Q2";"WMF";"D0";"7500.92404295"
"1983-Q2";"WMF";"D0S";"7500.92404295"
"1983-Q2";"WMF";"T3";"25602.20490598"
"1983-Q2";"WMF";"T3S";"25602.20490598"
"1983-Q2";"WMF";"T4";"21097.52431223"
"1983-Q2";"WMF";"WG1";"15532.96717032"
"1983-Q2";"WMF";"D2";"5183.5252884"
"1983-Q2";"WMF";"D2S";"5183.5252884"
"1983-Q2";"WMF";"T5";"26281.04960063"
"1983-Q2";"WMF";"T5S";"26281.04960063"
